EID,BTEID,IFHOME,BTBL,BTYEAR,BTENDYEAR,TARGET
412890,685636,1,0.51,2014,,0
412890,664846,1,0.7,2013,,0
422447,369649,1,0.237,2010,,0
423506,725876,1,0.51,2008,,0
423714,164767,1,0.1,2010,,0
423795,666981,1,0.5,2013,2015.0,0
423855,53072,1,1.0,2014,,0
425533,666481,1,1.0,2005,,0
426349,729767,0,1.0,2014,,0
426349,722403,1,1.0,2014,,0
426349,638241,0,0.49,2013,,0
428139,358081,1,0.08199999999999999,2002,,1
429816,697116,0,0.75,2003,,0
430218,671290,1,0.25,2013,,0
430896,666765,1,0.3,2011,,0
432156,705867,1,0.5,2012,,1
432156,120920,1,0.01,2011,,1
432156,93244,1,0.02,2015,,1
433042,713628,1,1.0,2006,2007.0,1
433042,680888,1,0.92,2006,,1
438696,708881,0,0.25,2009,,0
440325,678872,1,0.9,2006,,1
441883,652327,1,0.125,2007,,0
442197,738524,0,0.135,2002,,0
442197,115445,1,0.139,1994,,0
442810,721852,1,0.5,1998,2008.0,0
446128,681567,1,0.5,2012,,0
452013,710933,0,0.65,2015,,1
453321,739339,1,1.0,2006,,0
453321,700585,1,0.5,1998,,0
453321,689442,1,1.0,1988,,0
453321,670766,0,0.09,2001,2002.0,0
453321,660477,0,0.25,2005,,0
453321,653784,1,0.82,2004,,0
453321,650266,1,1.0,2008,,0
453321,641725,1,0.1,1987,,0
453321,631328,1,0.509,2000,,0
453321,521720,1,0.33299999999999996,2004,,0
453321,451781,1,1.0,2003,,0
453321,438537,1,0.11,2004,,0
453321,423014,1,1.0,1993,,0
453321,421448,1,0.2,2001,,0
453321,350573,1,1.0,2001,,0
453321,296923,1,0.33299999999999996,2000,,0
453321,273222,1,0.55,2007,,0
453321,270361,1,1.0,2008,,0
453321,211277,1,0.698,2004,,0
453321,174686,1,1.0,2010,,0
453321,168112,1,0.51,2010,,0
453321,164151,1,0.2,2000,,0
455415,688353,0,0.2,2014,,0
456745,733235,1,0.37,2005,2010.0,0
456745,733235,1,0.37,2005,2010.0,0
456745,725787,0,0.5,2015,,0
456745,716774,1,0.667,2001,2010.0,0
456745,667089,0,0.133,2001,,0
456745,652747,0,0.4,1999,2006.0,0
456745,652747,0,0.4,1999,2006.0,0
456745,228693,1,0.5,2004,,0
456745,135192,1,0.3,2011,,0
456745,135192,1,0.3,2011,,0
457077,716422,0,1.0,1996,2004.0,0
457333,1160,1,1.0,2015,,0
458310,739927,0,0.73,2009,,0
458310,648351,1,0.5,2014,,0
460112,281656,1,0.51,1998,,0
461572,722300,1,0.5,2015,,1
465329,723439,0,0.37,2013,,0
465329,661207,0,0.16699999999999998,2007,2008.0,0
465884,696275,1,1.0,2010,2015.0,0
465884,665121,1,1.0,2008,,0
466577,678967,1,0.106,2007,,1
467799,382390,1,0.6,2011,,0
468316,194957,1,0.132,2011,,0
469407,723268,1,0.2,2003,2012.0,0
470307,677747,1,0.02,2014,,0
470307,294076,1,0.9,2014,,0
470788,678840,0,0.05,2015,,0
471397,386131,1,1.0,2014,,0
472282,707191,0,1.0,2005,,0
472282,167720,1,0.047,2011,,0
472425,369628,1,0.25,2000,,0
475281,186158,1,0.233,2006,,0
475384,63283,1,0.33299999999999996,2012,,0
479826,729817,1,0.2,2015,,1
479826,704862,1,0.25,2015,,1
479826,281757,1,0.16699999999999998,2015,,1
479826,105699,1,0.5,2015,,1
480539,377958,1,0.65,2014,,0
481269,670613,0,1.0,2014,,0
484507,732168,1,1.0,2015,,0
484507,358907,1,1.0,2015,,0
485362,680007,0,1.0,2014,,0
485362,674628,0,1.0,2012,,0
485362,674129,0,0.2,2009,2013.0,0
485362,640778,0,0.95,2013,,0
485362,188112,1,0.7,2006,,0
487079,623473,1,0.32,2003,2014.0,1
488432,660388,1,0.09,2015,,0
488432,641131,0,0.07400000000000001,2011,,0
488432,637851,0,0.8,2000,2008.0,0
488432,502002,1,0.8,2004,,0
488432,413969,1,0.2,2005,,0
488432,94038,1,0.7,2014,,0
490117,154244,1,0.01,2012,,0
492263,635631,0,0.5,2015,,0
494707,683752,1,0.3,2005,,0
494876,716856,1,0.99,2015,,0
494876,673147,1,0.99,2015,,0
497020,661988,0,1.0,2011,,0
497207,306853,1,0.015,2012,,0
497621,722716,1,1.0,1996,2007.0,1
497913,702406,0,0.55,2008,,0
497913,657174,0,0.34,2009,,0
497913,632905,0,0.49,2008,,0
497913,623173,0,0.49,2009,2010.0,0
498079,728213,1,0.5,1995,2013.0,0
498079,695784,0,0.5,1999,2012.0,0
498079,646316,1,1.0,1999,2007.0,0
500822,648199,0,0.091,2010,,0
502201,662615,0,0.55,2007,2012.0,0
502201,457079,1,0.5,2010,,0
502464,653548,1,0.99,2015,,0
502464,70814,1,0.99,2014,,0
504706,643521,1,0.14400000000000002,2001,,0
505187,722529,1,0.33299999999999996,2014,,0
505187,719361,1,0.99,2005,2007.0,0
505367,366899,1,0.32,2002,,1
506121,675873,1,0.72,2008,,0
506121,672417,1,0.33299999999999996,2009,2010.0,0
506121,646568,1,0.32,2013,,0
506121,644026,1,0.1,2009,,0
508409,665419,0,0.65,2014,,0
508409,415494,1,0.25,2014,,0
508955,13962,1,0.071,2014,,0
512185,728694,1,0.2,2015,,0
513113,638936,0,0.055999999999999994,2010,,0
513113,623430,0,0.51,2012,,0
515442,707812,1,1.0,2008,,0
515442,643437,1,0.1,2013,,0
516249,653990,1,0.016,2013,,0
516249,522382,1,0.16699999999999998,2014,,0
516572,89373,1,0.2,2009,,0
517297,393301,1,0.5,2014,,1
517812,714802,0,0.107,1998,,0
517812,712275,0,1.0,2013,,0
517812,705183,0,0.261,2012,,0
517812,704501,1,0.069,2012,,0
517812,687941,0,0.11599999999999999,2011,,0
517812,522555,1,0.071,2014,,0
517812,399572,1,0.2,2014,,0
517812,47613,1,0.49,2012,,0
517812,44220,1,0.14300000000000002,1981,,0
518813,723328,0,0.5,2015,,0
518813,645886,0,0.51,2014,,0
520770,719258,0,0.16699999999999998,2013,,0
520770,712014,0,0.49,2014,,0
520770,711923,0,1.0,2014,,0
520770,699912,0,0.5,2014,,0
520770,154613,1,0.545,2013,,0
521666,677940,1,0.2,2015,,0
522611,21717,1,0.33299999999999996,2010,,0
523270,697407,0,1.0,2014,,0
523270,657554,0,1.0,2014,,0
525087,737309,0,0.018000000000000002,2014,,0
525087,726118,0,0.033,2013,,0
525087,705666,0,0.034,2013,,0
525087,653192,0,0.053,2013,,0
525087,650447,0,0.015,2012,,0
525087,639031,1,0.19,2014,,0
525087,635774,0,0.5,2014,,0
525087,298796,1,0.4,2014,,0
525087,258455,1,0.4,2014,,0
525542,694818,0,1.0,2011,,0
525850,375702,1,0.49,2015,,0
759,736098,0,0.051,2005,,1
1318,660230,1,0.7,2011,,0
1950,707900,0,0.9,2007,,0
1950,632730,0,0.8,2006,,0
1993,397063,1,0.4,2013,,0
7617,260427,1,0.9,2005,,0
8909,717677,0,1.0,2013,,0
8909,697376,0,0.7,2003,2008.0,0
8909,659667,0,0.2,2004,2005.0,0
8909,647168,0,0.65,2004,,0
8909,632917,0,1.0,2004,,0
8909,427162,1,0.88,2011,,0
8909,216912,1,0.71,2015,,0
11474,435845,1,0.5,2005,,1
14488,334464,1,0.015,2010,,0
17252,707622,0,1.0,2013,,1
17252,634480,0,1.0,2013,,1
21622,686315,1,1.0,2002,,0
22182,689030,1,0.8,2015,,0
24623,47017,1,0.99,2011,,1
25191,337932,1,0.5,2015,,0
26039,652816,1,0.17,2015,,0
26039,645149,0,0.05,2012,,0
26039,625833,0,0.3,2011,,0
26039,369144,1,1.0,2013,,0
26039,67197,1,0.3,2015,,0
26563,110622,1,1.0,2013,,0
26952,727919,0,0.02,2007,,1
26952,694529,1,0.022000000000000002,2003,,1
26952,627192,0,0.048,2007,2014.0,1
26952,468370,1,0.077,2006,,1
26952,56559,1,0.25,2007,,1
26960,729938,0,0.33299999999999996,2015,,0
28458,241391,1,0.1,2009,,1
28536,455681,1,0.2,2005,,0
28782,649176,1,0.8,2014,,1
28782,209870,1,0.8,2011,,1
28782,91240,1,0.8,2013,,1
28782,86492,1,0.8,2014,,1
28782,75419,1,0.8,2014,,1
29462,64828,1,0.01,2014,,1
30333,720880,0,1.0,2011,,0
30333,642499,0,1.0,2005,,0
33659,670744,1,1.0,2008,2011.0,1
36172,676682,1,0.017,2012,,0
37386,352762,1,1.0,2013,,0
37386,112573,1,1.0,2013,,0
40168,705149,0,1.0,2014,,0
41971,640631,0,0.26,2012,,0
45160,627423,1,0.25,2014,,0
46861,133968,1,0.04,2003,,0
47634,691810,0,0.7,2014,2014.0,0
47634,682364,0,0.5,2007,,0
47634,664415,0,1.0,2014,,0
47634,649499,0,0.024,2012,,0
47634,630292,0,1.0,2003,,0
48702,739171,1,0.88,2009,,0
49243,706185,1,0.05,2015,,0
49243,667864,1,0.1,2015,,0
49243,666343,1,0.4,2015,,0
49895,666375,1,0.0,2010,,0
50172,17784,1,0.01,2015,,0
50967,726545,0,0.51,2013,,0
50967,707478,0,0.9,2010,,0
50967,705750,0,0.41,2007,,0
50967,700678,1,0.003,2006,,0
50967,696733,0,0.7,2013,,0
50967,693488,0,0.6,2010,,0
50967,691379,0,1.0,1994,,0
50967,688944,0,0.55,2001,,0
50967,680424,0,0.6,2014,,0
50967,678037,0,0.55,2010,,0
50967,671595,0,0.5,2014,,0
50967,664312,0,0.51,2011,,0
50967,656086,0,1.0,2013,,0
50967,649567,0,0.5,2014,,0
50967,648339,1,0.38,1995,,0
50967,646942,0,1.0,2012,,0
50967,643841,0,0.7,2013,,0
50967,641882,0,1.0,2013,,0
50967,641165,0,0.4,2013,,0
50967,638926,0,1.0,2011,,0
50967,637303,0,0.4,2011,,0
50967,626826,0,0.33299999999999996,2009,,0
50967,482301,1,1.0,2002,,0
50967,337883,1,1.0,1980,,0
50967,97073,1,1.0,2013,,0
50967,71754,1,0.51,2012,,0
53464,650365,0,0.8,2013,,0
53779,733131,0,0.25,2014,,0
53779,720792,0,0.3,2014,,0
56289,655030,1,1.0,2013,2014.0,1
58601,669939,1,0.33299999999999996,2010,,0
60510,661674,0,0.75,2009,,0
60660,708829,1,0.009000000000000001,2009,,0
61021,719580,0,0.5,2010,,0
61021,710813,0,0.37200000000000005,2007,,0
61021,709635,0,0.5,2011,,0
61021,708957,1,1.0,1993,,0
61021,677676,1,1.0,1981,,0
61021,669991,1,1.0,2012,,0
61021,663562,0,1.0,1991,,0
61021,655022,0,0.5,2011,,0
61021,645060,0,0.5,2007,,0
61021,631745,1,0.5,1981,,0
61021,623876,0,0.5,1999,,0
61291,711046,0,0.018000000000000002,2007,,0
61291,690381,0,0.11,2000,,0
62304,304238,1,1.0,2012,,0
62782,715473,0,0.8,2014,,0
68369,214895,1,1.0,2008,,0
69530,679102,1,1.0,2014,,0
69530,649800,0,0.5,2015,,0
71843,735098,0,0.5,2015,,1
75271,730683,1,0.68,1998,2007.0,0
75271,723211,1,0.2,1995,,0
75271,672302,1,0.763,2002,2008.0,0
75271,657690,1,0.33299999999999996,1998,2014.0,0
76119,662824,1,0.07200000000000001,2013,,0
76119,652413,0,0.039,2011,,0
76119,640235,1,0.1,2014,,0
76148,91904,1,0.33299999999999996,2015,,0
79013,674277,1,0.49,2001,,0
79013,625063,1,0.33299999999999996,2011,,0
79584,648549,0,0.55,2014,,0
79785,720978,1,1.0,2014,,0
79785,675590,0,1.0,2013,,0
80755,695774,0,0.8,2015,,0
80755,123348,1,0.2,2004,,0
81241,661121,0,0.2,2014,,0
81382,660240,1,0.4,2004,,0
81382,642874,0,1.0,2011,,0
81382,58548,1,0.1,1995,,0
83545,18514,1,0.245,2002,,0
84333,630826,1,0.125,2014,,1
84885,664202,1,0.1,2007,,0
85543,740313,1,0.65,2011,,0
85543,717562,0,0.895,2005,,0
85543,684457,0,0.83,2006,,0
85543,676103,0,0.65,2010,,0
85543,664378,0,0.6,2007,,0
85543,644188,0,1.0,2007,2014.0,0
91185,715634,0,0.2,2014,,0
91185,203007,1,0.33299999999999996,2015,,0
93447,700571,1,0.75,2001,,0
93860,689408,0,0.9,2015,,0
95616,726676,1,0.05,2015,,0
95616,685673,0,0.33299999999999996,2015,,0
95616,645096,0,0.6,2013,,0
95616,638842,0,0.35,2014,,0
96332,702359,0,0.7,2004,,0
96425,96425,1,1.0,2006,,0
96621,715522,1,1.0,2014,,0
96621,690559,1,1.0,2014,,0
96621,662672,1,1.0,2014,,0
97204,735819,1,0.909,2013,,0
97729,397136,1,0.0,1994,,0
99037,721721,1,0.25,2004,,0
101351,664653,0,1.0,2004,,0
104918,723357,1,1.0,2001,,0
104918,653871,0,0.05,2000,,0
108059,673255,0,0.33299999999999996,2015,,0
108059,651099,0,1.0,2014,,0
108059,646049,0,1.0,2011,2012.0,0
108059,641740,0,0.9,2015,,0
108059,628137,0,0.51,2004,,0
108059,25498,1,0.048,2015,,0
109629,151807,1,0.01,2015,,0
112695,731264,0,1.0,2010,,0
112695,724149,1,1.0,2008,,0
112695,709319,0,1.0,2011,,0
112695,673206,0,1.0,2010,,0
112890,698490,0,1.0,2015,,0
112890,647507,0,0.95,2012,,0
114407,699938,0,1.0,2011,,0
114407,663916,0,1.0,2007,,0
117556,211703,1,1.0,2005,,0
117618,729344,1,0.1,1997,,0
118423,254656,1,0.5,2012,,0
120886,676301,1,0.34,2004,,0
124038,631794,0,1.0,2015,,0
125501,707710,1,0.33299999999999996,2005,2007.0,0
125990,628852,0,0.7,2014,,0
127895,662131,0,0.3,2006,,0
128122,676834,0,0.3,2013,,0
128122,661573,0,0.53,2014,,0
128663,665290,1,0.55,2014,,1
128932,636844,1,0.7,2010,2013.0,1
130165,506970,1,0.2,2013,,0
130165,475513,1,0.51,2014,,0
130879,738636,0,1.0,2012,2015.0,0
130879,705883,0,0.9,2014,,0
130879,692580,0,0.67,2014,,0
130879,675313,0,0.5,2014,,0
130879,657309,0,0.9,2014,,0
130879,630154,0,0.85,2014,2015.0,0
131648,726798,0,0.7170000000000001,2004,2010.0,0
131648,490641,1,0.7,2010,,0
132573,719826,0,0.9,2010,,0
132573,661463,1,0.8,2012,,0
132573,633621,1,0.902,2002,,0
132573,492824,1,0.5,2013,,0
132573,162061,1,0.95,2010,,0
132573,29769,1,0.8,2012,,0
133112,712641,0,0.6,2010,,0
134103,703788,1,0.42200000000000004,1997,2013.0,0
134203,694738,0,1.0,2005,2005.0,0
134203,681141,0,0.1,1999,,0
134203,506832,1,0.038,2008,,0
135490,636033,1,1.0,1999,2007.0,0
137210,689725,1,0.2,2006,,0
137210,648527,1,0.467,1997,2008.0,0
137308,711983,0,0.129,2008,,0
137308,680978,0,0.7,2009,,0
137308,679513,0,0.13,2008,,0
137308,630752,1,0.7,2009,,0
137466,662404,0,0.51,2011,,0
137466,655129,0,1.0,2012,,0
137466,653600,0,1.0,2014,,0
137466,639922,0,0.51,2014,,0
142806,390647,1,0.99,2007,,0
143593,733679,0,0.05,2015,,0
143593,685327,1,0.33399999999999996,2015,,0
143593,678665,1,0.2,2015,,0
143593,660693,1,0.044000000000000004,2014,,0
143593,660463,0,0.02,2014,,0
143593,644964,1,0.698,2015,,0
143593,629739,0,0.182,2015,,0
143593,628184,1,0.063,2014,,0
143593,417560,1,0.023,2015,,0
143593,332802,1,1.0,2015,,0
144056,706939,1,0.95,2004,2009.0,1
144056,695198,1,1.0,2002,2013.0,1
145798,711755,0,0.25,2014,,0
147307,704471,1,0.41,2004,,0
149708,725198,1,0.032,2012,,0
149708,709295,0,0.1,2012,,0
149708,683963,0,0.111,2011,,0
149708,646995,1,0.071,2007,,0
149708,635929,0,0.0,2013,,0
149708,498219,1,0.028999999999999998,2014,,0
149708,421538,1,0.08,2011,,0
151495,666585,1,0.85,2014,,0
151886,710642,1,0.064,1977,,0
157090,165065,1,0.3,2015,,0
157851,652466,0,0.05,2015,,0
157851,647697,0,0.16699999999999998,2015,,0
158228,411880,1,0.2,2012,,1
160239,713008,1,0.24,2005,2006.0,0
160239,697681,1,0.3,2004,,0
160239,688740,1,0.25,2006,2008.0,0
160239,639529,1,0.6,2005,2010.0,0
160239,637455,1,0.4,2005,2009.0,0
160239,425079,1,0.34,2003,,0
163335,703869,1,0.99,2007,2009.0,1
163335,678626,1,0.99,2005,2008.0,1
163650,668997,1,0.14300000000000002,2015,,0
163650,668425,0,0.35,2015,,0
163650,668288,0,0.4,2015,,0
163650,637542,0,0.083,2015,,0
167294,519713,1,1.0,2013,,0
167984,664762,1,0.331,2006,,0
167984,642432,1,0.857,2009,,0
167984,447879,1,0.5,2008,,0
167984,311587,1,1.0,2013,,0
168785,699804,1,0.5,2012,,0
168785,697846,1,0.1,2013,,0
168785,350233,1,0.5,2015,,0
168967,706741,0,1.0,2015,,0
168967,667538,0,0.1,2015,,0
168967,317577,1,0.861,2005,,0
171772,735309,1,0.5,2007,,0
174011,672037,0,1.0,2014,,0
175435,703837,0,0.26,1999,2013.0,1
175435,695219,1,0.5,2014,,1
175435,659083,0,0.2,2010,,1
176619,653214,1,0.4,2012,,0
177240,733534,0,0.1,1996,,0
177240,716914,0,1.0,2009,,0
177240,686531,0,1.0,2009,,0
177240,658527,0,0.01,2001,,0
177240,235011,1,1.0,2008,,0
178723,670020,1,1.0,2014,,0
180236,710704,0,0.51,2006,,0
183291,706931,1,0.6,2009,,0
184670,694710,0,0.51,2004,2008.0,1
184670,692761,0,0.51,2004,2006.0,1
184670,652768,0,0.55,2005,,1
190620,672070,1,0.01,2015,,0
191439,642913,0,1.0,2008,,0
192048,703418,0,0.013999999999999999,1997,,0
192048,661134,1,0.4,2000,2006.0,0
192165,733925,0,0.8,2003,2008.0,0
192165,710583,0,0.9,1998,2007.0,0
192165,687468,1,0.9390000000000001,1987,,0
192165,677445,1,0.5,2004,,0
192165,665791,0,0.3,1998,2006.0,0
192165,664879,0,0.511,2002,2007.0,0
192165,659269,1,0.6,2000,2008.0,0
192165,633905,0,0.8,1998,2007.0,0
192165,462318,1,0.19,1993,,0
192165,431014,1,0.4,2004,,0
192165,104461,1,1.0,1990,,0
192165,90140,1,1.0,2000,,0
192653,657213,0,0.5,2011,2012.0,0
192653,628200,0,0.1,2011,2012.0,0
193163,710510,0,1.0,2010,,0
193659,694065,0,0.3,2015,,0
193659,685003,0,1.0,2015,,0
193659,681892,1,1.0,2015,,0
196522,698317,1,0.034,2014,,0
199286,727836,0,0.0,2011,,0
199286,683339,0,0.004,2015,,0
199286,681690,0,0.0,2015,,0
199286,668794,0,0.35,2014,,0
199286,667431,0,0.006999999999999999,2014,,0
199286,664099,0,0.091,2013,,0
199286,662529,0,0.5,2013,,0
199286,648515,0,0.1,2015,,0
199286,645513,0,0.5,2013,,0
199286,631098,0,0.01,2014,,0
200436,630074,0,0.24,2006,2012.0,0
201231,718599,0,0.375,2012,,0
201231,704206,0,0.196,2001,,0
203032,655385,1,0.2,2010,2012.0,0
206767,719244,0,1.0,2015,,0
206767,696435,1,1.0,2006,,0
206767,693116,0,1.0,2015,,0
206767,681216,0,0.6,2015,,0
206767,680621,0,0.8,2012,,0
206767,659625,1,1.0,2013,,0
206767,659489,0,0.65,2014,,0
206767,659186,1,0.353,2015,,0
206767,638936,0,0.706,2010,,0
206767,357237,1,0.7,2012,,0
206767,353836,1,0.8,2008,,0
207075,678672,1,0.2,2010,2014.0,0
208814,351315,1,1.0,2011,,0
209863,720959,1,0.183,2005,2007.0,0
210616,634124,1,1.0,1998,2007.0,0
210616,623585,1,0.8,2005,2009.0,0
210616,75417,1,1.0,1993,,0
211708,740122,1,1.0,1996,2006.0,0
211708,734466,1,0.44,1953,2012.0,0
211708,717544,1,1.0,1999,2007.0,0
212325,671256,1,0.9,1997,,0
212325,630923,1,0.9,2008,,0
214193,710762,1,0.24,2012,,1
214888,693736,1,0.5,2013,2015.0,0
215218,673829,0,0.005,2005,,0
217897,736862,0,0.42700000000000005,2010,,0
217897,722333,0,0.33299999999999996,2010,,0
219199,629196,1,0.125,2010,,0
219199,412979,1,0.5,2009,,0
221581,680977,1,0.3,2002,,0
223905,660560,1,0.5,2015,,0
224466,736000,1,1.0,2011,,0
224466,708855,1,0.0,1992,,0
224466,684467,0,0.2,2010,,0
224466,650546,0,1.0,2011,,0
224466,482874,1,1.0,2011,,0
224466,209650,1,1.0,2011,,0
224528,737244,1,1.0,1998,,0
224528,733166,0,0.33299999999999996,2002,2008.0,0
224528,732420,0,0.8,1999,2005.0,0
224528,711967,1,0.341,1999,,0
224528,705526,0,0.75,1985,,0
224528,685202,1,0.15,2000,2010.0,0
224528,678999,1,0.25,2002,,0
224528,656878,1,0.01,1999,2012.0,0
224528,656464,1,0.7,2004,2009.0,0
224528,654222,1,0.92,1999,2015.0,0
224528,653255,0,0.10400000000000001,1994,,0
224528,649301,0,1.0,1998,,0
224528,647617,0,0.1,1998,2004.0,0
224528,637968,0,1.0,1989,,0
224528,637037,0,0.55,1998,2006.0,0
224528,477014,1,0.6,2001,,0
224644,723621,0,0.01,2008,,0
224644,701135,0,0.05,2011,,0
224644,637208,0,0.0,2008,,0
224644,368750,1,0.1,2010,,0
225071,151676,1,0.85,2015,,0
225299,693638,0,0.02,2014,,1
225670,677292,1,1.0,2015,,0
226782,646385,1,0.5,2010,,1
228503,708637,0,0.017,2014,,0
228503,629022,0,0.95,2015,,0
230860,631888,1,0.25,2004,,0
236877,704511,1,0.7509999999999999,2007,,0
239755,731853,0,0.9,2013,,0
239755,688361,0,0.9,2014,,0
239755,672005,1,0.3,2014,,0
241383,8317,1,0.254,2012,,0
244100,703514,0,1.0,2011,2014.0,0
244893,668259,1,0.56,2004,2009.0,0
245075,104126,1,0.003,2010,,0
245910,700098,0,0.65,2011,,0
245910,648645,0,1.0,2007,,0
245910,634517,0,1.0,2008,,0
245910,629198,1,0.25,2010,,0
245910,629042,0,0.067,1999,,0
246331,720395,1,0.5,2007,,0
247005,726897,0,1.0,2011,2014.0,0
247005,701855,0,1.0,2012,2013.0,0
247005,642217,1,0.2,1999,,0
247005,276976,1,0.98,2013,,0
248419,207201,1,0.75,2014,,0
248889,644637,0,1.0,2011,,0
248897,702542,0,0.429,2011,,0
248897,684180,0,1.0,2015,,0
248897,670049,0,0.7,2015,,0
248897,663508,0,1.0,2015,,0
248897,650163,0,0.25,2015,,0
248897,637896,0,0.49,2014,,0
248897,625694,0,1.0,2014,,0
251331,729500,0,0.9,2003,2010.0,0
251331,714257,0,0.6,2014,,0
251331,713923,1,0.55,1996,,0
251331,708432,0,0.423,2009,,0
251331,698017,1,0.5,2005,2007.0,0
251331,667814,1,0.5,2014,,0
251331,656488,0,0.8,2009,,0
251331,654528,0,0.45,2004,,0
251331,654208,1,1.0,2014,,0
251331,631788,0,0.5,2014,,0
251331,318389,1,0.75,2002,,0
251331,77885,1,0.55,2003,,0
251387,735513,0,0.2,1995,2001.0,0
260824,725628,1,1.0,2006,,0
260824,675523,0,0.485,2014,,0
261150,408457,1,0.2,2005,,0
261284,687745,1,0.33299999999999996,2014,,0
262713,737406,0,0.55,2015,,0
262713,680981,1,0.1,2014,,0
262713,270733,1,0.01,2007,,0
263025,646024,1,0.4,1987,2009.0,0
267275,664402,1,1.0,2015,,0
272371,171441,1,0.5,2009,,0
272511,712343,1,0.5,2000,,0
273705,227090,1,0.5,2015,,0
277736,733164,1,0.33299999999999996,2008,,0
277736,221607,1,0.5,2003,,0
278216,739519,1,0.6,2006,,0
278216,724993,1,0.017,2015,,0
278216,724572,1,0.20600000000000002,1999,,0
278216,712229,1,0.55,2007,2011.0,0
278216,701369,1,1.0,1995,2011.0,0
278216,700886,1,1.0,1950,2007.0,0
278216,697831,1,1.0,1957,2007.0,0
278216,696983,1,1.0,1961,2009.0,0
278216,689265,1,0.8,2006,2011.0,0
278216,686816,1,1.0,1981,2009.0,0
278216,685582,1,1.0,1992,2015.0,0
278216,682390,1,1.0,1992,2010.0,0
278216,653172,1,1.0,1980,2008.0,0
278216,653124,1,0.059000000000000004,2015,,0
278216,646745,1,0.19,2013,,0
278216,640400,1,1.0,1980,2007.0,0
278216,639460,1,1.0,1988,2011.0,0
278216,638688,1,1.0,2000,2007.0,0
278216,623499,1,0.35,2001,2008.0,0
278216,526148,1,1.0,2008,,0
278216,490695,1,0.2,1994,,0
278216,326871,1,0.14300000000000002,1987,,0
278216,263222,1,0.2,1995,,0
278216,231500,1,0.3,1994,,0
278216,157640,1,1.0,1996,,0
278216,100044,1,0.1,2011,,0
278216,74024,1,1.0,2000,,0
278216,71897,1,1.0,1984,,0
278216,18153,1,0.449,2005,,0
278797,732851,0,0.6,2009,,1
281244,665149,1,0.6,2015,,0
281244,69135,1,0.9,2014,,0
285529,684017,0,0.33,2006,,0
288092,659648,1,0.6,1995,2013.0,0
289400,721852,1,0.5,1998,2008.0,0
291179,692267,1,0.49,2004,,0
291750,710800,1,0.2,2013,,0
291750,698123,1,0.4,2015,,0
291750,661021,1,0.588,2012,,0
291750,516231,1,0.5,2013,,0
291750,291327,1,0.6,2014,,0
291750,218629,1,0.145,2012,,0
291750,117584,1,0.6,2010,,0
291750,59832,1,0.6,2014,,0
291750,27761,1,0.10099999999999999,2010,,0
292137,676261,1,1.0,2005,,0
292572,692037,1,1.0,1994,,0
292572,236839,1,1.0,1985,,0
293749,652149,0,0.05,2013,,0
295279,701171,1,0.625,2004,,0
295300,739811,0,1.0,2014,,0
295300,736742,1,0.6,2014,,0
295300,725041,0,0.8,2013,,0
295300,707998,1,0.033,2006,,0
295300,686008,0,0.6,2013,,0
295300,652632,0,0.1,2015,,0
295300,441074,1,0.2,2012,,0
295300,324787,1,1.0,2003,,0
300133,408271,1,0.33299999999999996,1992,,0
300133,342894,1,0.25,2001,,0
300765,681409,0,0.9359999999999999,2014,,0
302844,690160,1,1.0,2003,,0
302844,647074,1,0.15,2002,2008.0,0
305437,736581,1,0.1,1999,,0
305437,288371,1,0.217,1999,,0
305437,225601,1,0.0,2000,,0
305437,190379,1,0.9,2006,,0
306925,406890,1,0.925,2015,,0
306960,717337,0,1.0,2008,2009.0,0
307476,704352,1,1.0,1997,2009.0,1
307476,175930,1,0.4,2000,,1
309106,739433,1,0.9,2005,,0
309106,738856,0,0.19,1994,,0
309106,703640,1,0.5,2015,,0
309106,698701,1,0.9,2015,,0
309106,693892,1,0.51,2013,,0
309106,679055,1,0.878,2004,,0
309106,634428,1,0.9,2015,,0
309106,511631,1,0.5,2014,,0
309106,267983,1,1.0,2005,,0
309106,184560,1,0.5,2010,,0
309106,52477,1,0.5,2012,,0
309484,635505,0,0.3,2010,,0
311286,734592,0,0.495,2011,,0
315784,641520,1,0.14300000000000002,2014,,0
315784,352685,1,0.49,2014,,0
316157,650786,0,1.0,2014,,0
317522,697037,0,1.0,2011,,0
317522,680589,1,1.0,1986,,0
319037,366899,1,0.63,2002,,0
319697,217337,1,0.2,2008,,0
320751,661228,0,0.321,1993,,1
321634,47618,1,0.49,2010,,0
322214,696499,1,0.987,2005,2010.0,0
322503,189847,1,0.99,2008,,0
323177,716446,1,0.5,2002,,0
325219,691683,1,0.41600000000000004,1995,2012.0,1
325219,663322,1,0.15,2004,2013.0,1
325219,658662,1,0.8,2003,2013.0,1
325219,626321,0,0.49,2004,2012.0,1
325219,97304,1,0.066,1999,,1
325364,306130,1,0.35,2010,,1
327837,705420,0,0.95,2011,,0
327837,631909,1,0.024,2014,,0
327837,371766,1,0.3,2005,,0
327926,666045,0,1.0,2011,,0
327926,657605,1,0.028999999999999998,2010,,0
327926,219411,1,1.0,2012,,0
329260,324505,1,0.6,2011,,1
329570,701681,1,1.0,2011,2012.0,0
329570,682622,1,1.0,2011,2012.0,0
329570,638341,1,1.0,2012,2012.0,0
329741,739879,1,1.0,1998,,0
329741,732662,0,0.0,2010,,0
329741,687286,0,1.0,2009,,0
