EID,WZCODE,RECRNUM,RECDATE,TARGET
133654,ZP02,4.0,2015-08,0
134103,ZP02,6.0,2015-03,0
134103,ZP03,6.0,2015-03,0
134203,ZP02,1.0,2015-03,0
134203,ZP03,,2014-09,0
137466,ZP01,8.0,2015-02,0
137466,ZP02,7.0,2015-07,0
137466,ZP03,1.0,2015-07,0
137926,ZP03,4.0,2015-08,0
142789,ZP02,3.0,2015-01,0
144080,ZP02,4.0,2015-08,0
145636,ZP02,7.0,2015-05,0
145738,ZP03,3.0,2015-06,0
145994,ZP03,3.0,2015-03,0
147226,ZP03,25.0,2015-08,0
147287,ZP03,5.0,2015-08,0
150644,ZP03,5.0,2015-03,0
151495,ZP03,2.0,2015-08,0
152962,ZP03,4.0,2015-04,0
154868,ZP02,15.0,2015-08,0
159841,ZP02,6.0,2015-06,0
159841,ZP03,4.0,2015-08,0
163650,ZP03,50.0,2015-08,0
163650,ZP02,,2014-09,0
164471,ZP02,19.0,2015-03,0
164471,ZP03,6.0,2015-08,0
166416,ZP02,27.0,2015-08,0
166416,ZP03,1.0,2015-05,0
166575,ZP02,40.0,2015-04,0
167733,ZP02,16.0,2015-08,1
173349,ZP02,2.0,2015-03,0
174549,ZP02,6.0,2015-08,0
174549,ZP03,2.0,2015-06,0
176619,ZP03,5.0,2015-08,0
177385,ZP01,1.0,2015-07,0
177385,ZP02,22.0,2015-08,0
180868,ZP02,5.0,2015-04,0
181757,ZP02,147.0,2015-08,0
182490,ZP03,4.0,2015-04,0
183621,ZP02,6.0,2015-05,0
186515,ZP03,24.0,2015-08,0
188345,ZP02,15.0,2015-08,0
188345,ZP03,3.0,2015-08,0
189226,ZP02,29.0,2015-08,0
189291,ZP03,20.0,2015-08,0
189291,ZP02,,2014-10,0
189803,ZP03,15.0,2015-08,0
189803,ZP01,,2014-11,0
190155,ZP01,1.0,2015-08,0
190155,ZP02,45.0,2015-08,0
190155,ZP03,29.0,2015-08,0
191439,ZP03,24.0,2015-08,0
193163,ZP02,2.0,2015-07,0
193301,ZP02,1.0,2015-06,0
193301,ZP03,1.0,2015-05,0
193659,ZP01,24.0,2015-08,0
193659,ZP02,90.0,2015-08,0
193659,ZP03,45.0,2015-08,0
195092,ZP02,2.0,2015-05,1
195121,ZP02,65.0,2015-08,0
195121,ZP03,,2014-12,0
195689,ZP03,6.0,2015-08,0
196019,ZP01,5.0,2015-06,0
197564,ZP02,1.0,2015-01,0
198313,ZP03,6.0,2015-08,0
198938,ZP02,12.0,2015-06,0
200694,ZP03,2.0,2015-08,0
204410,ZP02,19.0,2015-08,0
204410,ZP03,42.0,2015-05,0
206767,ZP02,171.0,2015-08,0
206767,ZP03,73.0,2015-08,0
210745,ZP02,1.0,2015-07,1
213985,ZP02,28.0,2015-08,0
213985,ZP03,3.0,2015-01,0
216562,ZP03,1.0,2015-05,0
218617,ZP03,4.0,2015-07,0
219326,ZP02,8.0,2015-08,0
219984,ZP02,8.0,2015-08,0
219984,ZP03,2.0,2015-04,0
220657,ZP02,10.0,2015-08,0
220657,ZP03,6.0,2015-08,0
221403,ZP03,4.0,2015-07,0
221403,ZP02,,2014-12,0
222673,ZP02,5.0,2015-05,0
223843,ZP01,9.0,2015-08,0
223843,ZP03,18.0,2015-08,0
225071,ZP02,18.0,2015-08,0
225670,ZP02,2.0,2015-08,0
228408,ZP02,9.0,2015-07,1
228408,ZP03,5.0,2015-07,1
229172,ZP03,4.0,2015-03,0
229947,ZP01,1.0,2015-01,0
230022,ZP03,17.0,2015-08,0
232166,ZP02,3.0,2015-04,0
232166,ZP03,1.0,2015-04,0
232189,ZP02,2.0,2015-01,0
237313,ZP02,14.0,2015-08,0
237313,ZP03,4.0,2015-07,0
237640,ZP02,81.0,2015-08,0
237640,ZP03,14.0,2015-08,0
239383,ZP02,43.0,2015-08,0
239383,ZP01,,2014-11,0
240160,ZP02,32.0,2015-08,1
241767,ZP03,9.0,2015-08,0
245910,ZP03,1.0,2015-05,0
247192,ZP02,11.0,2015-07,0
247490,ZP03,10.0,2015-07,1
248889,ZP01,4.0,2015-01,0
248889,ZP03,4.0,2015-08,0
249200,ZP02,1.0,2015-01,0
251331,ZP02,407.0,2015-08,0
251331,ZP03,283.0,2015-08,0
251645,ZP02,1.0,2015-01,1
256454,ZP03,3.0,2015-08,0
257022,ZP02,8.0,2015-06,0
257124,ZP02,18.0,2015-08,1
257456,ZP03,3.0,2015-08,0
257456,ZP02,,2014-12,0
261284,ZP01,7.0,2015-07,0
261284,ZP02,49.0,2015-08,0
262713,ZP02,3.0,2015-01,0
262713,ZP01,,2014-12,0
263758,ZP03,9.0,2015-08,1
267275,ZP01,3.0,2015-07,0
267275,ZP02,16.0,2015-08,0
267275,ZP03,11.0,2015-08,0
268548,ZP02,9.0,2015-07,0
270981,ZP02,1.0,2015-04,0
277736,ZP02,54.0,2015-08,0
279542,ZP03,22.0,2015-08,0
281188,ZP01,1.0,2015-05,0
281188,ZP02,26.0,2015-08,0
281244,ZP01,1.0,2015-07,0
281244,ZP03,,2014-09,0
281438,ZP03,14.0,2015-08,0
283065,ZP01,1.0,2015-07,1
283065,ZP02,2.0,2015-05,1
283065,ZP03,19.0,2015-08,1
287445,ZP02,20.0,2015-07,0
290912,ZP03,12.0,2015-06,0
291750,ZP03,21.0,2015-08,0
292137,ZP02,1.0,2015-04,0
292137,ZP03,2.0,2015-06,0
292572,ZP02,12.0,2015-08,0
294232,ZP03,6.0,2015-06,0
295300,ZP01,9.0,2015-08,0
295300,ZP02,29.0,2015-08,0
295300,ZP03,13.0,2015-08,0
299999,ZP01,1.0,2015-07,0
299999,ZP02,26.0,2015-08,0
299999,ZP03,2.0,2015-03,0
301353,ZP02,15.0,2015-03,0
302122,ZP03,23.0,2015-08,0
305284,ZP03,6.0,2015-08,0
305284,ZP01,,2014-12,0
306909,ZP01,8.0,2015-08,0
306909,ZP03,7.0,2015-08,0
306925,ZP01,2.0,2015-06,0
306925,ZP02,42.0,2015-08,0
309106,ZP01,29.0,2015-08,0
309106,ZP03,25.0,2015-08,0
311637,ZP02,5.0,2015-07,0
311637,ZP03,10.0,2015-08,0
314894,ZP02,3.0,2015-05,0
314894,ZP03,,2014-09,0
315784,ZP02,10.0,2015-08,0
316100,ZP02,3.0,2015-06,0
317590,ZP02,47.0,2015-08,1
318104,ZP02,29.0,2015-03,1
318104,ZP03,28.0,2015-08,1
318104,ZP01,,2014-10,1
319898,ZP02,2.0,2015-07,0
325493,ZP03,24.0,2015-08,0
325493,ZP01,,2014-10,0
327926,ZP02,26.0,2015-08,0
327926,ZP03,14.0,2015-08,0
332176,ZP02,9.0,2015-03,0
332176,ZP03,16.0,2015-07,0
335609,ZP02,9.0,2015-05,0
336783,ZP02,6.0,2015-03,0
338325,ZP03,4.0,2015-08,0
346059,ZP02,494.0,2015-08,0
346059,ZP03,214.0,2015-08,0
346219,ZP01,19.0,2015-08,0
346219,ZP02,113.0,2015-08,0
347479,ZP02,12.0,2015-07,0
347649,ZP02,16.0,2015-03,0
348902,ZP03,5.0,2015-08,0
349186,ZP01,13.0,2015-08,0
349186,ZP02,24.0,2015-08,0
349186,ZP03,,2014-11,0
351037,ZP01,6.0,2015-08,0
351037,ZP03,25.0,2015-03,0
354296,ZP03,10.0,2015-06,0
354683,ZP02,22.0,2015-08,0
354683,ZP03,16.0,2015-08,0
354797,ZP02,25.0,2015-07,0
357643,ZP03,16.0,2015-08,0
359851,ZP02,11.0,2015-06,0
359877,ZP02,13.0,2015-01,0
364698,ZP03,20.0,2015-08,0
364698,ZP01,,2014-11,0
366217,ZP02,3.0,2015-08,0
366217,ZP03,8.0,2015-08,0
366844,ZP03,14.0,2015-07,0
366844,ZP02,,2014-11,0
367235,ZP02,38.0,2015-08,0
367235,ZP03,3.0,2015-08,0
372841,ZP02,13.0,2015-08,1
372841,ZP03,17.0,2015-08,1
373748,ZP01,76.0,2015-08,0
375037,ZP03,10.0,2015-08,0
376221,ZP01,27.0,2015-08,0
376221,ZP02,611.0,2015-08,0
376221,ZP03,322.0,2015-08,0
376906,ZP01,52.0,2015-08,0
381262,ZP02,5.0,2015-07,0
382687,ZP01,1.0,2015-05,1
385408,ZP02,16.0,2015-03,0
385408,ZP03,14.0,2015-01,0
386655,ZP02,134.0,2015-08,0
386655,ZP03,13.0,2015-08,0
386964,ZP03,18.0,2015-08,0
387732,ZP02,9.0,2015-08,0
387732,ZP03,,2014-10,0
388389,ZP03,5.0,2015-03,0
389785,ZP02,16.0,2015-08,0
389785,ZP03,,2014-11,0
390020,ZP03,12.0,2015-08,0
391879,ZP02,12.0,2015-08,0
393594,ZP02,22.0,2015-08,0
397650,ZP02,51.0,2015-08,0
401723,ZP02,53.0,2015-08,1
401723,ZP03,13.0,2015-04,1
401723,ZP01,,2014-09,1
401841,ZP02,27.0,2015-08,0
401841,ZP03,33.0,2015-08,0
401841,ZP01,,2014-11,0
402699,ZP02,3.0,2015-08,0
402699,ZP03,61.0,2015-08,0
402699,ZP01,,2014-09,0
403561,ZP01,26.0,2015-08,0
403561,ZP02,81.0,2015-08,0
403561,ZP03,40.0,2015-08,0
404478,ZP02,11.0,2015-08,0
404478,ZP03,6.0,2015-08,0
405496,ZP03,6.0,2015-05,0
405964,ZP02,11.0,2015-08,0
405964,ZP03,8.0,2015-06,0
409508,ZP01,2.0,2015-08,0
409508,ZP02,137.0,2015-08,0
410831,ZP03,12.0,2015-04,1
411625,ZP03,1.0,2015-06,0
412119,ZP02,2.0,2015-06,0
412237,ZP01,2.0,2015-01,0
415075,ZP03,6.0,2015-08,0
415075,ZP01,,2014-10,0
415394,ZP01,1.0,2015-06,0
415394,ZP02,52.0,2015-08,0
415394,ZP03,6.0,2015-02,0
416903,ZP03,4.0,2015-08,0
418774,ZP02,14.0,2015-08,0
418774,ZP03,4.0,2015-01,0
421096,ZP03,43.0,2015-08,0
427249,ZP02,1.0,2015-07,0
428804,ZP02,14.0,2015-08,0
428804,ZP03,7.0,2015-03,0
428804,ZP01,,2014-12,0
433917,ZP03,29.0,2015-08,0
433917,ZP02,,2014-12,0
434047,ZP02,12.0,2015-07,1
438162,ZP03,3.0,2015-08,0
439687,ZP02,8.0,2015-08,0
444366,ZP03,9.0,2015-06,0
444366,ZP02,,2014-11,0
445564,ZP02,3.0,2015-04,0
445564,ZP03,4.0,2015-04,0
447729,ZP02,34.0,2015-08,0
447729,ZP03,2.0,2015-05,0
448214,ZP02,7.0,2015-05,0
448495,ZP02,56.0,2015-08,0
449126,ZP03,2.0,2015-03,0
452508,ZP03,1.0,2015-06,1
452508,ZP02,,2014-12,1
453977,ZP01,7.0,2015-05,0
453977,ZP02,88.0,2015-08,0
453977,ZP03,24.0,2015-05,0
455046,ZP02,3.0,2015-08,0
455046,ZP03,132.0,2015-07,0
456566,ZP02,19.0,2015-08,0
456566,ZP03,6.0,2015-03,0
459398,ZP03,16.0,2015-08,0
461191,ZP02,29.0,2015-08,0
461191,ZP03,52.0,2015-08,0
462951,ZP02,13.0,2015-08,0
462951,ZP03,2.0,2015-04,0
464125,ZP02,7.0,2015-06,0
464125,ZP03,11.0,2015-06,0
464398,ZP02,320.0,2015-08,0
464684,ZP02,7.0,2015-05,1
464684,ZP03,,2014-12,1
466507,ZP02,1.0,2015-07,0
467753,ZP03,4.0,2015-07,0
468867,ZP01,7.0,2015-02,0
468867,ZP02,45.0,2015-06,0
468867,ZP03,36.0,2015-07,0
469954,ZP03,1.0,2015-04,0
470203,ZP03,6.0,2015-08,0
470203,ZP02,,2014-12,0
470203,ZP01,,2014-10,0
470917,ZP02,5.0,2015-08,0
472990,ZP02,4.0,2015-06,0
472990,ZP03,17.0,2015-04,0
477398,ZP02,2.0,2015-03,0
477634,ZP03,7.0,2015-04,0
478629,ZP03,14.0,2015-08,0
478629,ZP01,,2014-10,0
480631,ZP01,2.0,2015-01,0
480631,ZP03,14.0,2015-07,0
480631,ZP02,,2014-10,0
480774,ZP01,7.0,2015-05,0
480774,ZP02,30.0,2015-08,0
480774,ZP03,7.0,2015-08,0
482021,ZP02,7.0,2015-06,0
482021,ZP03,,2014-10,0
483137,ZP01,2.0,2015-07,0
483137,ZP02,17.0,2015-08,0
484968,ZP03,12.0,2015-06,0
486164,ZP03,8.0,2015-08,0
489280,ZP02,10.0,2015-03,0
490149,ZP01,4.0,2015-08,0
490224,ZP02,10.0,2015-08,0
490609,ZP01,4.0,2015-02,0
491922,ZP03,5.0,2015-05,0
494123,ZP02,1.0,2015-08,0
498545,ZP02,1.0,2015-02,1
498826,ZP01,39.0,2015-08,0
498826,ZP02,92.0,2015-08,0
498826,ZP03,90.0,2015-08,0
501547,ZP01,1.0,2015-05,0
501547,ZP03,11.0,2015-06,0
502085,ZP01,9.0,2015-08,0
502085,ZP02,80.0,2015-08,0
502085,ZP03,,2014-09,0
503051,ZP02,19.0,2015-08,1
503648,ZP03,4.0,2015-07,0
503648,ZP02,,2014-11,0
504233,ZP02,11.0,2015-08,0
504257,ZP03,6.0,2015-01,0
504257,ZP02,,2014-11,0
504265,ZP02,11.0,2015-08,0
505521,ZP01,5.0,2015-02,0
505521,ZP02,6.0,2015-08,0
507128,ZP02,2.0,2015-05,0
507128,ZP03,23.0,2015-05,0
507978,ZP02,8.0,2015-08,0
508382,ZP02,12.0,2015-02,0
511737,ZP02,2.0,2015-06,0
511737,ZP01,,2014-10,0
511737,ZP03,,2014-12,0
512400,ZP02,1.0,2015-05,0
513242,ZP01,1.0,2015-06,0
513567,ZP01,2.0,2015-07,0
514072,ZP01,76.0,2015-08,0
514072,ZP02,73.0,2015-08,0
514072,ZP03,,2014-12,0
515300,ZP01,18.0,2015-08,0
515300,ZP02,75.0,2015-08,0
515300,ZP03,58.0,2015-08,0
517420,ZP02,27.0,2015-08,0
518392,ZP03,26.0,2015-08,0
520151,ZP02,21.0,2015-08,0
520451,ZP02,58.0,2015-08,0
520451,ZP03,17.0,2015-08,0
520451,ZP01,,2014-11,0
522494,ZP03,3.0,2015-08,0
522577,ZP02,12.0,2015-08,0
522593,ZP02,6.0,2015-07,0
523005,ZP03,3.0,2015-03,0
523456,ZP01,9.0,2015-08,0
523456,ZP03,6.0,2015-06,0
524867,ZP02,6.0,2015-06,0
526131,ZP02,8.0,2015-05,0
246,ZP02,1.0,2015-06,0
480,ZP02,2.0,2015-07,0
1475,ZP02,3.0,2015-07,0
1778,ZP03,23.0,2015-08,0
1778,ZP02,,2014-12,0
2347,ZP02,11.0,2015-07,0
2347,ZP03,5.0,2015-01,0
3497,ZP03,15.0,2015-08,0
3702,ZP03,6.0,2015-08,0
3702,ZP02,,2014-11,0
4417,ZP02,19.0,2015-08,0
4417,ZP03,17.0,2015-08,0
4486,ZP02,27.0,2015-08,0
4486,ZP03,28.0,2015-08,0
6796,ZP01,1.0,2015-04,0
6796,ZP02,4.0,2015-01,0
6796,ZP03,5.0,2015-06,0
7818,ZP01,1.0,2015-05,0
7818,ZP02,14.0,2015-08,0
11398,ZP01,41.0,2015-08,0
11398,ZP02,114.0,2015-08,0
11398,ZP03,91.0,2015-08,0
12160,ZP02,37.0,2015-08,0
12348,ZP02,2.0,2015-06,0
12348,ZP03,2.0,2015-01,0
12563,ZP01,18.0,2015-08,0
12563,ZP02,101.0,2015-08,0
12563,ZP03,7.0,2015-08,0
14879,ZP01,3.0,2015-08,0
14879,ZP02,25.0,2015-08,0
14879,ZP03,6.0,2015-02,0
15603,ZP02,12.0,2015-08,0
15603,ZP03,7.0,2015-05,0
15813,ZP02,26.0,2015-07,0
16513,ZP02,8.0,2015-08,0
16513,ZP03,,2014-12,0
17081,ZP01,19.0,2015-08,0
17081,ZP02,35.0,2015-08,0
17081,ZP03,28.0,2015-08,0
17426,ZP02,14.0,2015-08,0
17426,ZP03,22.0,2015-08,0
17426,ZP01,,2014-10,0
19773,ZP02,10.0,2015-08,0
20602,ZP02,5.0,2015-07,0
23008,ZP02,6.0,2015-08,0
23883,ZP02,6.0,2015-08,0
23883,ZP03,6.0,2015-08,0
24241,ZP02,44.0,2015-08,0
30243,ZP02,12.0,2015-04,0
30243,ZP03,5.0,2015-05,0
33645,ZP03,28.0,2015-05,0
33754,ZP02,32.0,2015-08,0
33754,ZP01,,2014-10,0
34179,ZP02,13.0,2015-08,0
34857,ZP02,6.0,2015-01,0
35603,ZP02,16.0,2015-08,0
37223,ZP03,9.0,2015-07,0
38716,ZP03,7.0,2015-08,0
41415,ZP01,1.0,2015-08,0
41773,ZP02,15.0,2015-08,0
41773,ZP03,6.0,2015-06,0
44843,ZP02,1.0,2015-01,0
44843,ZP03,,2014-12,0
47086,ZP02,14.0,2015-04,0
48086,ZP02,23.0,2015-08,0
48086,ZP03,50.0,2015-08,0
53261,ZP02,9.0,2015-06,1
54375,ZP03,12.0,2015-07,0
55089,ZP01,15.0,2015-06,0
55089,ZP02,29.0,2015-08,0
55089,ZP03,8.0,2015-08,0
56800,ZP02,5.0,2015-08,0
56800,ZP01,,2014-11,0
57462,ZP02,72.0,2015-08,0
57627,ZP03,1.0,2015-08,0
60393,ZP03,1.0,2015-03,0
60809,ZP02,6.0,2015-03,0
61402,ZP02,21.0,2015-08,0
61402,ZP01,,2014-10,0
62999,ZP02,17.0,2015-08,0
62999,ZP03,25.0,2015-08,0
62999,ZP01,,2014-12,0
63110,ZP02,15.0,2015-08,0
63110,ZP03,16.0,2015-08,0
63997,ZP02,3.0,2015-07,1
67434,ZP01,8.0,2015-03,0
67434,ZP02,12.0,2015-08,0
67434,ZP03,26.0,2015-08,0
68128,ZP02,7.0,2015-08,0
68128,ZP03,1.0,2015-06,0
68828,ZP03,2.0,2015-08,0
71418,ZP03,28.0,2015-08,0
72198,ZP02,133.0,2015-08,0
72198,ZP03,7.0,2015-05,0
72198,ZP01,,2014-10,0
74547,ZP01,7.0,2015-01,0
74547,ZP02,23.0,2015-07,0
74900,ZP02,21.0,2015-03,0
75163,ZP02,2.0,2015-08,0
75393,ZP02,6.0,2015-08,0
75393,ZP03,6.0,2015-08,0
80692,ZP02,34.0,2015-08,0
81565,ZP02,3.0,2015-06,0
81565,ZP03,4.0,2015-08,0
83185,ZP02,14.0,2015-08,0
83575,ZP02,34.0,2015-08,0
84407,ZP02,1.0,2015-04,0
84407,ZP03,,2014-11,0
84726,ZP02,8.0,2015-08,0
87651,ZP02,1.0,2015-08,0
87651,ZP03,18.0,2015-03,0
90389,ZP02,1.0,2015-01,0
94098,ZP02,12.0,2015-08,0
94163,ZP02,31.0,2015-08,0
94996,ZP02,5.0,2015-07,0
95479,ZP02,49.0,2015-08,0
95479,ZP01,,2014-09,0
95607,ZP02,62.0,2015-08,0
95607,ZP03,3.0,2015-06,0
99961,ZP03,1.0,2015-08,0
99961,ZP02,,2014-12,0
100593,ZP01,1.0,2015-06,0
101848,ZP03,11.0,2015-08,0
101848,ZP01,,2014-10,0
102961,ZP02,3.0,2015-07,0
107310,ZP03,1.0,2015-05,0
109271,ZP01,28.0,2015-08,0
109271,ZP02,35.0,2015-08,0
109271,ZP03,7.0,2015-05,0
110143,ZP01,9.0,2015-01,0
110143,ZP02,112.0,2015-08,0
110143,ZP03,,2014-11,0
112743,ZP02,3.0,2015-08,0
112743,ZP01,,2014-11,0
112767,ZP02,9.0,2015-07,0
112767,ZP03,5.0,2015-05,0
113809,ZP02,7.0,2015-05,0
114286,ZP02,16.0,2015-08,0
114382,ZP02,109.0,2015-08,0
114382,ZP03,32.0,2015-08,0
114419,ZP02,1.0,2015-08,0
116131,ZP02,27.0,2015-05,0
116131,ZP03,1.0,2015-07,0
116131,ZP01,,2014-12,0
118945,ZP02,125.0,2015-08,0
118945,ZP03,122.0,2015-08,0
120215,ZP03,3.0,2015-07,0
123079,ZP02,13.0,2015-08,0
123079,ZP03,7.0,2015-04,0
124615,ZP02,32.0,2015-08,0
124615,ZP03,19.0,2015-08,0
127398,ZP03,11.0,2015-08,0
128310,ZP02,3.0,2015-03,0
132394,ZP02,11.0,2015-05,0
133741,ZP02,1.0,2015-02,0
135092,ZP02,86.0,2015-08,0
135092,ZP03,32.0,2015-08,0
136259,ZP02,5.0,2015-07,0
136259,ZP03,18.0,2015-08,0
136264,ZP02,25.0,2015-08,0
137642,ZP03,3.0,2015-04,0
138592,ZP02,8.0,2015-08,0
139110,ZP03,15.0,2015-07,0
139908,ZP02,7.0,2015-08,0
140291,ZP03,1.0,2015-04,0
141732,ZP03,19.0,2015-08,1
141732,ZP02,,2014-12,1
144352,ZP01,89.0,2015-08,0
144352,ZP02,171.0,2015-08,0
144352,ZP03,45.0,2015-06,0
144914,ZP02,3.0,2015-04,0
146986,ZP03,1.0,2015-07,0
147910,ZP02,19.0,2015-08,0
149224,ZP02,4.0,2015-08,0
149382,ZP03,7.0,2015-08,0
150749,ZP03,17.0,2015-08,0
152483,ZP03,10.0,2015-08,0
152736,ZP02,5.0,2015-03,0
152736,ZP03,13.0,2015-08,0
155091,ZP03,7.0,2015-08,1
155491,ZP01,7.0,2015-08,1
155491,ZP03,8.0,2015-08,1
160930,ZP02,5.0,2015-08,0
160930,ZP03,4.0,2015-08,0
162896,ZP02,214.0,2015-08,0
163181,ZP02,3.0,2015-06,0
164288,ZP02,47.0,2015-03,0
164876,ZP01,1.0,2015-07,0
165470,ZP03,2.0,2015-07,1
166342,ZP02,2.0,2015-08,0
166767,ZP02,36.0,2015-08,0
166767,ZP01,,2014-10,0
167394,ZP02,17.0,2015-08,0
170776,ZP01,1.0,2015-08,0
170776,ZP02,10.0,2015-08,0
170776,ZP03,23.0,2015-08,0
173551,ZP03,17.0,2015-08,0
173551,ZP02,,2014-10,0
173814,ZP01,1.0,2015-08,0
173814,ZP02,13.0,2015-05,0
173814,ZP03,8.0,2015-08,0
175669,ZP01,22.0,2015-05,1
176392,ZP02,15.0,2015-04,0
176392,ZP03,4.0,2015-01,0
176392,ZP01,,2014-10,0
178227,ZP01,2.0,2015-08,0
178227,ZP02,148.0,2015-08,0
178227,ZP03,78.0,2015-08,0
178574,ZP02,54.0,2015-08,0
178574,ZP03,51.0,2015-08,0
179099,ZP01,1.0,2015-06,0
179099,ZP02,1.0,2015-04,0
179099,ZP03,27.0,2015-07,0
180062,ZP01,2.0,2015-07,0
180062,ZP02,6.0,2015-08,0
180062,ZP03,7.0,2015-05,0
180260,ZP02,1.0,2015-02,0
183122,ZP01,16.0,2015-04,0
183122,ZP02,49.0,2015-08,0
183122,ZP03,56.0,2015-08,0
185264,ZP02,48.0,2015-08,0
185264,ZP03,,2014-12,0
186993,ZP02,5.0,2015-08,0
188928,ZP03,1.0,2015-04,0
190235,ZP02,1.0,2015-07,0
190235,ZP01,,2014-10,0
198034,ZP02,1.0,2015-07,0
205625,ZP02,4.0,2015-03,0
206773,ZP02,7.0,2015-08,0
206773,ZP03,11.0,2015-08,0
206801,ZP03,83.0,2015-08,0
207199,ZP01,3.0,2015-06,0
209840,ZP01,11.0,2015-08,0
210414,ZP02,2.0,2015-08,1
213747,ZP01,3.0,2015-02,0
214865,ZP02,16.0,2015-06,0
219101,ZP02,2.0,2015-08,0
222239,ZP02,102.0,2015-08,0
222239,ZP03,2.0,2015-04,0
222932,ZP01,39.0,2015-08,0
222932,ZP02,1.0,2015-03,0
222932,ZP03,3.0,2015-04,0
223734,ZP02,5.0,2015-08,0
228419,ZP02,16.0,2015-08,0
228419,ZP03,14.0,2015-08,0
230838,ZP02,48.0,2015-08,0
231265,ZP02,10.0,2015-08,0
236563,ZP03,10.0,2015-04,0
236563,ZP01,,2014-11,0
237312,ZP03,4.0,2015-08,0
242250,ZP02,10.0,2015-08,0
242250,ZP03,,2014-09,0
247727,ZP01,1.0,2015-07,1
248087,ZP02,6.0,2015-08,0
249149,ZP02,5.0,2015-02,0
256216,ZP02,4.0,2015-06,0
257495,ZP03,1.0,2015-08,0
257495,ZP01,,2014-12,0
258334,ZP02,2.0,2015-06,0
259505,ZP01,11.0,2015-08,0
259505,ZP02,11.0,2015-05,0
259505,ZP03,,2014-12,0
260634,ZP02,1.0,2015-08,0
262521,ZP03,9.0,2015-02,0
262827,ZP02,4.0,2015-06,0
263123,ZP01,2.0,2015-07,0
263123,ZP02,9.0,2015-08,0
263123,ZP03,5.0,2015-06,0
263403,ZP02,13.0,2015-06,0
266052,ZP02,4.0,2015-08,0
268343,ZP02,7.0,2015-01,0
268493,ZP01,6.0,2015-08,0
268493,ZP02,24.0,2015-08,0
268493,ZP03,4.0,2015-08,0
269126,ZP02,7.0,2015-07,1
271000,ZP01,17.0,2015-08,0
271000,ZP02,11.0,2015-01,0
273442,ZP02,25.0,2015-08,0
273744,ZP02,23.0,2015-08,0
277304,ZP02,3.0,2015-03,0
278194,ZP02,2.0,2015-01,0
278194,ZP03,1.0,2015-01,0
279856,ZP02,4.0,2015-07,0
283836,ZP02,126.0,2015-08,0
283836,ZP03,119.0,2015-08,0
284933,ZP02,1.0,2015-07,0
287597,ZP02,25.0,2015-07,0
287597,ZP03,1.0,2015-07,0
289979,ZP03,5.0,2015-06,0
290377,ZP03,1.0,2015-04,0
291891,ZP03,9.0,2015-08,0
293994,ZP02,11.0,2015-08,0
294668,ZP02,13.0,2015-08,1
296213,ZP03,9.0,2015-07,0
297361,ZP02,5.0,2015-04,0
298525,ZP03,7.0,2015-08,0
299840,ZP02,10.0,2015-08,0
300978,ZP01,1.0,2015-05,0
300978,ZP02,8.0,2015-08,0
300978,ZP03,9.0,2015-05,0
302356,ZP02,29.0,2015-08,0
302356,ZP03,128.0,2015-06,0
302732,ZP01,5.0,2015-06,0
306739,ZP02,3.0,2015-04,0
307920,ZP02,14.0,2015-08,0
307920,ZP03,,2014-12,0
310401,ZP02,7.0,2015-08,1
311413,ZP02,22.0,2015-08,0
311413,ZP03,1.0,2015-01,0
315013,ZP02,3.0,2015-04,0
315619,ZP02,6.0,2015-06,1
315803,ZP02,52.0,2015-08,0
321081,ZP03,10.0,2015-08,0
321883,ZP02,30.0,2015-05,0
321883,ZP03,34.0,2015-02,0
323184,ZP01,40.0,2015-08,0
323184,ZP02,238.0,2015-08,0
323184,ZP03,77.0,2015-08,0
325791,ZP02,9.0,2015-08,0
326256,ZP03,3.0,2015-08,0
327826,ZP02,2.0,2015-03,0
329085,ZP01,73.0,2015-08,0
329085,ZP02,55.0,2015-08,0
331041,ZP02,7.0,2015-07,0
332381,ZP02,4.0,2015-08,0
332381,ZP03,8.0,2015-08,0
332515,ZP02,38.0,2015-08,0
332515,ZP03,20.0,2015-08,0
332515,ZP01,,2014-10,0
332905,ZP02,3.0,2015-03,1
333157,ZP02,5.0,2015-02,0
333157,ZP03,3.0,2015-02,0
334562,ZP02,2.0,2015-06,0
334562,ZP03,12.0,2015-08,0
334640,ZP02,73.0,2015-08,0
335119,ZP02,121.0,2015-08,0
336277,ZP02,12.0,2015-07,0
337668,ZP02,13.0,2015-03,1
342718,ZP01,11.0,2015-08,0
342718,ZP02,21.0,2015-08,0
342718,ZP03,12.0,2015-08,0
347141,ZP01,2.0,2015-01,0
347141,ZP03,23.0,2015-02,0
348442,ZP03,34.0,2015-08,0
350627,ZP02,9.0,2015-08,0
350627,ZP03,18.0,2015-08,0
351764,ZP03,10.0,2015-05,0
355057,ZP01,1.0,2015-07,0
355057,ZP02,42.0,2015-08,0
357247,ZP03,3.0,2015-03,0
358033,ZP02,30.0,2015-07,0
359668,ZP01,4.0,2015-08,0
359668,ZP02,6.0,2015-05,0
360532,ZP02,2.0,2015-05,0
360532,ZP03,37.0,2015-08,0
363879,ZP02,35.0,2015-08,0
363879,ZP03,52.0,2015-08,0
367541,ZP02,1.0,2015-01,0
367541,ZP03,6.0,2015-05,0
368926,ZP01,3.0,2015-03,0
369148,ZP02,1.0,2015-08,0
370140,ZP03,1.0,2015-01,0
370140,ZP01,,2014-12,0
