EID,TYPECODE,DJDATE,IFHOME,TARGET
399928,4421661,2014-08,1,0
399928,4688713,2014-11,1,0
399928,5637856,2015-07,1,0
399928,4784871,2014-11,1,0
399928,4240405,2014-06,1,0
399928,4585825,2014-09,1,0
399928,4643942,2014-10,1,0
399928,5463099,2015-06,1,0
399928,5471316,2015-06,1,0
399928,4778386,2014-11,1,0
399928,4856118,2014-12,1,0
399928,4107301,2014-04,1,0
399928,5359159,2015-06,1,0
399928,5196849,2015-04,1,0
399928,5239988,2015-04,1,0
399928,4647105,2014-10,1,0
399928,4669053,2014-10,1,0
399928,4308973,2014-07,1,0
399928,5636402,2015-07,1,0
399928,4865981,2014-12,1,0
399928,4548513,2014-09,1,0
399928,4795651,2014-12,1,0
399928,4552508,2014-09,1,0
399928,4638590,2014-10,1,0
399928,4462354,2014-08,1,0
399928,4102458,2014-04,1,0
399928,4734377,2014-11,1,0
399928,4505636,2014-09,1,0
399928,4126256,2014-04,1,0
399928,4836889,2014-12,1,0
399928,5626472,2015-07,1,0
399928,4638587,2014-10,1,0
399928,4340761,2014-07,1,0
399928,4841151,2014-12,1,0
399928,4327101,2014-07,1,0
399928,5388789,2015-06,1,0
399928,5654120,2015-08,1,0
399928,4789040,2014-11,1,0
399928,4815826,2014-12,1,0
399928,4474590,2014-08,1,0
399928,5145659,2015-03,1,0
399928,4199382,2014-05,1,0
399928,4778874,2014-11,1,0
399928,4585824,2014-09,1,0
399928,4309355,2014-07,1,0
399928,4278519,2014-06,1,0
399928,4424248,2014-08,1,0
399928,5432243,2015-06,1,0
399928,4588246,2014-09,1,0
399928,4619404,2014-10,1,0
399928,4104283,2014-04,1,0
399928,4541564,2014-09,1,0
399928,4553893,2014-09,1,0
399928,4606275,2014-10,1,0
399928,4870240,2014-12,1,0
399928,4280867,2014-06,1,0
399928,4889530,2014-12,1,0
399928,5178621,2015-04,1,0
399928,5179050,2015-04,1,0
399928,4694941,2014-11,1,0
399928,4699793,2014-11,1,0
399928,5427285,2015-06,1,0
399928,4805948,2014-12,1,0
399928,5674068,2015-08,1,0
399928,4757689,2014-11,1,0
399928,4794909,2014-12,1,0
399928,5674083,2015-08,1,0
399928,4308654,2014-07,1,0
399928,4479223,2014-08,1,0
399928,4735106,2014-11,1,0
399928,4783896,2014-11,1,0
399928,4351237,2014-07,1,0
399928,5157864,2015-04,1,0
399928,4028069,2014-02,1,0
399928,4742723,2014-11,1,0
399928,4199542,2014-05,1,0
399928,5157870,2015-04,1,0
399928,4826584,2014-12,1,0
399928,5673778,2015-08,1,0
399928,4850748,2014-12,1,0
399928,4478616,2014-08,1,0
399928,4585210,2014-09,1,0
399928,4336389,2014-07,1,0
399928,5134984,2015-03,1,0
399928,4239515,2014-06,1,0
399928,4522561,2014-09,1,0
399928,4700228,2014-11,1,0
399928,4106872,2014-04,1,0
399928,4859914,2014-12,1,0
399928,4688722,2014-11,1,0
399928,4307717,2014-07,1,0
399928,4379299,2014-07,1,0
399928,5303710,2015-05,1,0
399928,4391123,2014-07,1,0
399928,5337097,2015-05,1,0
399928,5043306,2015-03,1,0
399928,4670127,2014-10,1,0
399928,4131680,2014-04,1,0
399928,4102888,2014-04,1,0
399928,4330392,2014-07,1,0
399928,4345108,2014-07,1,0
399928,4536443,2014-09,1,0
399928,3994622,2014-01,1,0
399928,4103551,2014-04,1,0
399928,4851994,2014-12,1,0
399928,4865847,2014-12,1,0
399928,4379282,2014-07,1,0
399928,4279455,2014-06,1,0
399928,4279481,2014-06,1,0
399928,4536438,2014-09,1,0
399928,4366773,2014-07,1,0
399928,4103033,2014-04,1,0
399928,4104450,2014-04,1,0
399928,4767427,2014-11,1,0
399928,4345319,2014-07,1,0
399928,4515551,2014-09,1,0
399928,4786037,2014-11,1,0
399928,5018592,2015-02,1,0
399928,4481262,2014-08,1,0
399928,4451281,2014-08,1,0
399928,5309371,2015-05,1,0
399928,4144135,2014-05,1,0
399928,4920230,2015-01,1,0
399928,4630489,2014-10,1,0
399928,5639230,2015-07,1,0
399928,5002683,2015-02,1,0
399928,4607200,2014-10,1,0
399928,4537219,2014-09,1,0
399928,4576070,2014-09,1,0
399928,4981361,2015-02,1,0
399928,5304641,2015-05,1,0
399928,4505730,2014-09,1,0
399928,5187953,2015-04,1,0
399928,4823137,2014-12,1,0
399928,4811049,2014-12,1,0
399928,4925176,2015-01,1,0
399928,4504270,2014-09,1,0
399928,4783240,2014-11,1,0
399928,5107154,2015-03,1,0
399928,4643033,2014-10,1,0
399928,4106515,2014-04,1,0
399928,5611600,2015-07,1,0
399928,4346269,2014-07,1,0
399928,4970581,2015-01,0,0
399928,4374917,2014-07,1,0
399928,5090503,2015-03,1,0
399928,4031769,2014-02,1,0
399928,4497397,2014-08,1,0
399928,4104396,2014-04,1,0
399928,4927133,2015-01,1,0
399928,4356871,2014-07,1,0
399928,4104123,2014-04,1,0
399928,4205845,2014-04,1,0
399928,5667711,2015-08,1,0
399928,4933846,2015-01,1,0
399928,4351265,2014-07,1,0
399928,4454608,2014-08,1,0
399928,4489787,2014-08,1,0
399928,4817484,2014-12,1,0
399928,5641293,2015-07,1,0
399928,4791230,2014-12,1,0
399928,5228945,2015-04,1,0
399928,4887546,2014-12,1,0
399928,4438192,2014-08,1,0
399928,3971157,2014-01,1,0
399928,4014543,2014-02,1,0
399928,5575921,2015-07,1,0
399928,4817334,2014-12,1,0
399928,4981161,2015-02,1,0
399928,4751433,2014-11,1,0
399928,4104143,2014-04,1,0
399928,4240406,2014-06,1,0
399928,4279621,2014-06,1,0
399928,4379262,2014-07,1,0
399928,5561665,2015-07,1,0
399928,5632606,2015-07,1,0
399928,4881920,2014-12,1,0
399928,4308629,2014-07,1,0
399928,4522672,2014-09,1,0
399928,5004090,2015-02,1,0
399928,4998113,2015-02,1,0
399928,5185314,2015-04,1,0
399928,4656430,2014-10,1,0
399928,4898269,2015-01,1,0
399928,4199340,2014-05,1,0
399928,4208927,2014-04,1,0
399928,5549232,2015-07,1,0
399928,4551687,2014-09,1,0
399928,4773205,2014-11,1,0
399928,4981157,2015-02,1,0
399928,5212884,2015-04,1,0
399928,4126341,2014-04,1,0
399928,4756669,2014-11,1,0
399928,4102521,2014-04,1,0
399928,5463067,2015-06,1,0
399928,4865868,2014-12,1,0
399928,4308020,2014-07,1,0
399928,3163011,2013-11,1,0
399928,4308792,2014-07,1,0
399928,4615044,2014-10,1,0
399928,4144065,2014-05,1,0
399928,4769825,2014-11,1,0
399928,4308651,2014-07,1,0
399928,4465820,2014-08,1,0
403244,4672987,2014-10,1,0
406899,3023866,2013-09,1,0
406899,4738587,2014-11,1,0
407080,4895002,2014-12,1,0
413329,5019449,2015-02,1,0
413329,3020408,2013-09,1,0
413329,3966116,2014-01,1,0
413329,4929398,2015-01,1,0
414854,4100598,2014-04,1,0
425204,3218717,2013-12,1,0
425204,3976198,2014-01,0,0
425204,4274297,2014-06,0,0
434394,5387654,2015-06,1,0
434394,4197694,2014-05,1,0
434394,4884523,2014-12,1,0
434394,4240532,2014-06,1,0
434987,3239152,2013-12,1,0
435244,4879798,2014-12,1,0
443490,4608040,2014-10,1,0
444954,5044356,2015-03,1,0
450318,5670318,2015-08,1,0
450318,5345104,2015-05,1,0
470947,5263834,2015-05,1,0
470947,3030346,2013-09,1,0
470947,5229253,2015-04,1,0
470947,5037233,2015-03,1,0
470947,4486868,2014-08,1,0
470947,4208858,2014-04,1,0
470947,4055514,2014-03,1,0
470947,4888682,2014-12,1,0
470947,4034473,2014-02,1,0
470947,4233280,2014-06,1,0
470947,4530403,2014-09,1,0
470947,3965940,2014-01,1,0
470947,5780164,2015-08,1,0
470947,4257656,2014-06,1,0
470947,4208226,2014-05,1,0
470947,4380610,2014-07,1,0
470947,4917365,2015-01,1,0
471713,5419745,2015-06,0,0
479634,5551755,2015-07,0,0
487040,4293103,2014-06,1,0
489025,4936528,2015-01,1,0
499936,3076522,2013-10,0,0
499936,3067169,2013-10,0,0
499936,4497809,2014-08,0,0
499936,4800320,2014-12,0,0
499936,5090765,2015-03,0,0
499936,4661124,2014-10,0,0
499936,4709529,2014-11,0,0
499936,4806124,2014-12,0,0
510480,5030337,2015-02,0,0
510480,3203859,2013-12,1,0
510480,3082978,2013-10,0,0
510480,4078084,2014-04,1,0
510480,4266482,2014-06,0,0
510480,4439082,2014-08,1,0
510480,4328061,2014-07,0,0
511328,3124850,2013-11,0,0
511328,4115630,2014-04,0,0
511328,4130850,2014-04,0,0
511328,3227903,2013-12,0,0
512589,4197238,2014-05,1,0
513367,3128160,2013-11,1,0
513367,3145112,2013-11,0,0
513367,3242096,2013-12,1,0
513367,5606773,2015-07,1,0
513367,5135944,2015-03,0,0
513367,4639763,2014-10,1,0
515185,4877751,2014-12,1,0
515185,5314752,2015-05,0,0
515185,4260941,2014-06,0,0
517928,4159808,2014-05,0,0
517928,4649993,2014-10,0,0
519564,3232459,2013-12,1,0
519564,4309358,2014-07,1,0
524729,5224362,2015-04,0,0
13452,3237405,2013-12,0,0
13452,4469285,2014-08,0,0
24691,4878515,2014-12,1,0
24691,4384788,2014-07,1,0
24691,4284057,2014-06,1,0
24691,4510424,2014-09,1,0
24691,4357382,2014-07,1,0
26268,4159371,2014-05,1,0
26268,4335076,2014-07,1,0
26268,4396649,2014-07,1,0
26268,4535604,2014-09,1,0
26268,4984914,2015-02,0,0
26268,4875877,2014-12,1,0
26268,5764381,2015-08,1,0
26268,4875163,2014-12,1,0
26268,5292397,2015-05,1,0
26268,4985726,2015-02,0,0
41021,4399558,2014-07,0,0
41021,4710156,2014-11,0,0
43139,4512889,2014-09,0,0
44435,4317138,2014-07,1,0
47575,5294686,2015-05,1,0
47575,5568835,2015-07,1,0
49715,3023996,2013-09,1,0
61024,4479222,2014-08,0,0
67186,5557069,2015-07,1,0
80107,3061243,2013-10,1,0
80107,4260626,2014-06,1,0
93594,4241131,2014-06,1,1
93594,4873614,2014-12,1,1
111848,4929398,2015-01,1,0
125829,4126444,2014-04,1,0
125829,5002366,2015-02,0,0
131669,5600032,2015-07,0,0
131669,5634123,2015-07,0,0
131669,4367971,2014-07,0,0
137546,3239152,2013-12,1,0
137546,5672156,2015-08,1,0
137546,5672163,2015-08,1,0
138061,5277293,2015-05,0,0
141522,2999546,2013-09,0,0
141522,3037890,2013-10,1,0
141522,3189428,2013-12,0,0
141522,3185725,2013-12,1,0
141522,5175619,2015-04,1,0
141522,4591914,2014-09,0,0
141522,4510382,2014-09,0,0
141522,4743107,2014-11,0,0
142209,3076379,2013-10,1,0
142209,3070829,2013-10,1,0
142209,3077764,2013-10,1,0
142209,4812270,2014-12,1,0
142209,3995293,2014-01,1,0
142209,4977865,2015-02,1,0
142209,4919230,2015-01,1,0
142209,4775496,2014-11,1,0
142209,4266564,2014-06,1,0
142209,4014134,2014-02,1,0
142209,4185123,2014-05,1,0
142209,5428411,2015-06,1,0
142209,4622399,2014-10,1,0
148098,3063474,2013-10,1,0
148098,3242672,2013-12,1,0
148098,3171090,2013-11,1,0
148098,3154739,2013-11,1,0
148098,4932404,2015-01,1,0
148098,3980499,2014-01,1,0
148098,5514529,2015-07,1,0
148098,4660524,2014-10,0,0
148098,5514539,2015-07,1,0
148098,4981272,2015-02,1,0
148098,4576797,2014-09,1,0
148772,4907473,2015-01,0,0
148772,4833542,2014-12,0,0
148772,3147966,2013-11,0,0
148772,3965693,2014-01,0,0
148772,4826326,2014-12,0,0
148772,4881949,2014-12,0,0
148772,5229544,2015-04,0,0
148772,4887831,2014-12,0,0
148772,4826063,2014-12,0,0
148772,4131930,2014-04,0,0
148772,5489464,2015-06,0,0
148772,4196197,2014-05,0,0
148772,4833600,2014-12,0,0
148772,4014134,2014-02,1,0
148772,5364136,2015-06,0,0
148772,5445284,2015-06,0,0
148772,4829004,2014-12,0,0
148772,5630971,2015-07,0,0
148772,4147593,2014-05,0,0
148772,4919230,2015-01,1,0
148772,4657332,2014-10,0,0
148772,4561868,2014-09,0,0
148772,3190628,2013-12,1,0
150718,4917365,2015-01,1,0
154483,4411698,2014-08,0,0
154483,4562898,2014-09,0,0
154483,4473874,2014-08,0,0
154483,4391120,2014-07,0,0
154483,4508543,2014-09,0,0
154483,4143809,2014-05,0,0
154483,4327100,2014-07,0,0
154483,4508546,2014-09,0,0
154483,4601745,2014-09,1,0
154483,4102766,2014-04,0,0
154483,4308763,2014-07,0,0
154483,4107392,2014-04,1,0
154483,4103198,2014-04,1,0
154483,4278738,2014-06,0,0
154483,4143892,2014-05,0,0
154483,4593989,2014-09,0,0
154483,4330314,2014-07,1,0
154483,4599708,2014-09,1,0
154483,4601868,2014-09,1,0
154483,4769207,2014-11,1,0
154483,4391268,2014-07,1,0
154483,4817041,2014-12,0,0
154483,4303040,2014-07,0,0
154483,4584856,2014-09,1,0
154483,4210963,2014-05,0,0
154483,4106969,2014-04,0,0
154483,4107081,2014-04,1,0
154483,4729537,2014-11,1,0
155139,4104259,2014-04,1,0
155139,4281980,2014-06,1,0
155139,3193682,2013-12,1,0
155139,4558107,2014-09,1,0
155139,4400339,2014-07,1,0
155139,4404974,2014-07,1,0
155139,4059891,2014-03,1,0
155139,5401853,2015-06,1,0
160642,3239152,2013-12,1,0
161773,4098285,2014-04,1,0
161773,4916722,2015-01,0,0
177152,5636288,2015-07,1,0
188179,5492855,2015-07,1,0
189446,5169401,2015-04,1,0
194505,3171414,2013-11,0,0
194505,3187495,2013-12,0,0
194505,3219589,2013-12,0,0
194505,3165803,2013-11,0,0
194505,3163082,2013-11,1,0
194505,3233386,2013-12,1,0
194505,3183294,2013-12,1,0
194505,5118748,2015-03,0,0
194505,3971162,2014-01,0,0
194505,4761441,2014-11,1,0
194505,4801188,2014-12,0,0
194505,4814903,2014-12,0,0
194505,3970222,2014-01,0,0
194505,5245798,2015-04,1,0
194505,5284933,2015-05,1,0
220616,4693410,2014-11,0,0
221795,4413647,2014-08,1,0
221795,4400183,2014-07,0,0
221795,3987292,2014-01,0,0
221795,5372376,2015-06,0,0
221795,4753238,2014-11,0,0
221795,4847245,2014-12,0,0
221795,4884574,2014-12,0,0
230198,3040438,2013-10,1,0
230198,4071351,2014-03,1,0
230198,4335081,2014-07,1,0
230198,4509543,2014-09,1,0
230198,4890063,2014-12,1,0
230198,4859962,2014-12,1,0
230198,4856448,2014-12,1,0
230198,4900743,2015-01,1,0
230198,5447508,2015-06,1,0
235021,3071029,2013-10,1,0
235021,4868586,2014-12,1,0
235021,4694957,2014-11,1,0
235021,5393852,2015-06,0,0
235021,4384485,2014-07,1,0
235021,4171421,2014-05,1,0
235021,4855620,2014-12,1,0
235021,4857296,2014-12,1,0
237726,5263952,2015-05,1,0
237726,4229934,2014-06,1,0
237726,4505784,2014-09,1,0
245906,4846546,2014-12,1,0
257222,4088168,2014-04,0,0
259702,4635589,2014-10,0,0
259702,5515087,2015-07,0,0
259702,4691651,2014-11,0,0
259702,4713984,2014-11,0,0
259702,5495480,2015-07,0,0
259702,5605856,2015-07,0,0
259702,4500012,2014-08,0,0
259702,4947973,2015-01,0,0
259702,4759116,2014-11,0,0
259702,5564994,2015-07,0,0
259702,5765579,2015-08,0,0
260351,4523669,2014-09,1,0
260351,4527031,2014-09,0,0
265225,4639545,2014-10,1,0
265225,4823601,2014-12,0,0
265225,4823389,2014-12,0,0
274812,4979893,2015-02,0,0
274812,4291445,2014-06,0,0
274991,5185290,2015-04,0,0
274991,4847436,2014-12,0,0
296202,3179092,2013-12,1,0
296202,4561662,2014-09,1,0
296202,5698945,2015-08,0,0
296202,4701019,2014-11,1,0
296202,4917823,2015-01,1,0
296202,4992672,2015-02,1,0
299260,3181719,2013-12,1,0
299260,4502008,2014-09,0,0
313390,4571527,2014-09,1,0
317380,4548952,2014-09,1,0
317380,3030261,2013-09,1,0
317380,5547366,2015-07,1,0
317380,3040460,2013-10,1,0
317380,3027069,2013-09,1,0
317380,5147068,2015-03,1,0
317380,5446328,2015-06,1,0
317380,3046722,2013-10,1,0
317380,4478683,2014-08,1,0
317380,3055053,2013-10,0,0
317380,3030262,2013-09,1,0
317380,5197872,2015-04,0,0
317380,4711495,2014-11,0,0
317380,3025695,2013-09,1,0
317380,3241673,2013-12,1,0
317380,4131576,2014-04,1,0
317380,4167780,2014-05,1,0
317380,5779045,2015-08,1,0
317380,4857439,2014-12,1,0
317380,4780987,2014-11,1,0
317380,4517927,2014-09,1,0
317380,5563088,2015-07,1,0
317380,4178640,2014-05,1,0
317380,5223830,2015-04,0,0
317380,4435815,2014-08,1,0
317380,4101259,2014-04,1,0
317380,4164325,2014-05,1,0
317380,5360750,2015-06,1,0
317380,4508653,2014-09,1,0
317380,4648304,2014-10,1,0
317380,4366690,2014-07,1,0
317380,4626346,2014-10,1,0
317380,5500225,2015-07,1,0
317380,4478249,2014-08,1,0
317380,4208873,2014-04,1,0
317380,5349460,2015-05,1,0
317380,5651381,2015-08,1,0
317380,5119634,2015-03,1,0
317380,4837570,2014-12,1,0
317380,5602736,2015-07,1,0
317380,4300438,2014-06,1,0
317380,5470839,2015-06,1,0
317380,4644513,2014-10,1,0
317380,5285011,2015-05,1,0
317380,4336792,2014-07,1,0
317380,4951732,2015-01,1,0
317380,4706708,2014-11,1,0
317380,5634608,2015-07,1,0
317380,5568501,2015-07,1,0
317380,5480404,2015-06,1,0
317380,4004683,2014-01,1,0
317380,4978295,2015-02,1,0
317380,5551005,2015-07,1,0
317380,4494618,2014-08,1,0
317380,4992758,2015-02,1,0
317380,4622458,2014-10,1,0
317380,4168591,2014-05,0,0
317380,4622434,2014-10,1,0
317380,5406700,2015-06,1,0
317380,5644655,2015-07,1,0
317380,5148154,2015-03,1,0
317380,4689085,2014-11,1,0
317380,4894480,2014-12,1,0
317380,4207925,2014-05,1,0
317380,5782686,2015-08,0,0
317380,3093673,2013-10,1,0
317380,5764541,2015-08,1,0
317380,5465447,2015-06,1,0
317380,5203037,2015-04,1,0
317380,4148287,2014-05,1,0
317380,4923673,2015-01,1,0
317380,4563474,2014-09,1,0
322373,3186726,2013-12,1,0
322373,4514087,2014-09,1,0
322373,4680263,2014-10,1,0
322373,4729860,2014-11,1,0
322373,4563174,2014-09,1,0
322954,3143511,2013-11,0,0
330296,5044579,2015-03,1,0
330296,5235457,2015-04,1,0
332585,4210520,2014-05,1,0
338976,5674432,2015-08,1,0
339822,3055113,2013-10,1,0
343440,5090646,2015-03,1,0
343440,4658648,2014-10,1,0
343440,4888133,2014-12,1,0
343440,3994072,2014-01,1,0
357003,4909424,2015-01,1,0
369241,5492855,2015-07,1,0
380583,3239152,2013-12,1,0
381518,5569781,2015-07,1,0
387582,5492855,2015-07,1,0
404786,4111735,2014-04,1,0
406223,4469801,2014-08,1,0
406223,4690929,2014-11,1,0
414123,5371253,2015-06,1,0
419087,5482032,2015-06,1,0
423862,3135924,2013-11,0,0
423862,3091560,2013-10,0,0
423862,2993298,2013-09,0,0
423862,3218241,2013-12,1,0
423862,2973970,2013-09,0,0
423862,3180848,2013-12,1,0
423862,3101265,2013-11,1,0
423862,3232191,2013-12,1,0
423862,3040649,2013-10,1,0
423862,5334202,2015-05,1,0
423862,4039234,2014-03,0,0
423862,5492855,2015-07,1,0
423862,4003659,2014-01,0,0
423862,4170236,2014-05,0,0
423862,4765107,2014-11,1,0
423862,5525007,2015-07,0,0
423862,5734219,2015-08,1,0
423862,5434181,2015-06,1,0
425540,4336069,2014-07,0,0
433023,5771261,2015-08,1,0
433023,5095967,2015-03,1,0
433023,4359773,2014-07,1,0
433255,5492855,2015-07,1,1
437256,4404452,2014-07,1,0
439002,3181740,2013-12,1,0
442646,4225081,2014-06,0,0
442646,4623441,2014-10,1,0
444530,3204903,2013-12,0,0
444530,4919475,2015-01,0,0
444530,4896658,2014-12,0,0
444530,2975913,2013-09,1,0
444530,2984784,2013-09,0,0
444530,2975844,2013-09,1,0
444530,4198474,2014-05,1,0
444530,4783276,2014-11,1,0
444530,5515920,2015-07,1,0
444530,4267741,2014-06,0,0
444530,5779263,2015-08,1,0
444530,4544027,2014-09,1,0
444530,4145784,2014-05,0,0
444530,5562971,2015-07,1,0
444530,4154881,2014-05,1,0
444530,5737643,2015-08,1,0
444530,4934016,2015-01,0,0
444530,4008247,2014-01,1,0
455571,4290976,2014-06,0,0
456034,4536183,2014-09,0,0
461997,3043800,2013-10,1,0
461997,3138684,2013-11,1,0
461997,5231828,2015-04,1,0
461997,4454383,2014-08,0,0
461997,4194403,2014-05,1,0
461997,5393834,2015-06,1,0
461997,5003617,2015-02,0,0
461997,4497651,2014-08,1,0
464670,3983117,2014-01,1,0
475799,3056069,2013-10,1,0
475799,3117104,2013-11,1,0
475799,4090621,2014-04,1,0
475799,5440668,2015-06,1,0
475799,5343837,2015-05,1,0
475799,4585937,2014-09,1,0
475799,4345236,2014-07,1,0
475799,4749792,2014-11,1,0
475799,4749870,2014-11,1,0
475799,4823214,2014-12,1,0
475799,4585938,2014-09,1,0
475799,5522905,2015-07,1,0
475799,4073748,2014-03,1,0
475799,4090324,2014-04,1,0
475799,4010201,2014-02,1,0
475799,4010199,2014-02,1,0
481463,4962040,2015-01,1,0
484701,4790055,2014-12,1,0
489322,4464621,2014-08,0,0
489322,4469391,2014-08,0,0
489322,4796713,2014-12,0,0
489322,4853022,2014-12,1,0
489322,4423994,2014-08,0,0
489322,4744194,2014-11,0,0
489322,4702707,2014-11,0,0
489322,5766174,2015-08,0,0
489322,4582946,2014-09,0,0
491158,5701148,2015-08,0,0
491158,3119378,2013-11,0,0
491158,3148582,2013-11,0,0
491158,4776502,2014-11,0,0
491158,3111111,2013-11,0,0
491158,5734155,2015-08,0,0
491158,4018802,2014-02,1,0
491158,4744275,2014-11,0,0
491158,4844908,2014-12,1,0
491158,4467891,2014-08,0,0
491158,4176349,2014-05,0,0
491158,5759030,2015-08,1,0
491158,4468216,2014-08,0,0
491158,4193345,2014-05,1,0
491158,4776559,2014-11,0,0
493227,5440970,2015-06,0,0
493227,5412195,2015-06,0,0
496018,4895008,2014-12,1,0
501090,4889634,2014-12,0,0
501090,4361273,2014-07,0,0
501090,4138791,2014-05,0,0
501090,4449626,2014-08,0,0
501090,3070803,2013-10,0,0
501090,4677786,2014-10,0,0
501090,5552078,2015-07,0,0
501090,4599432,2014-09,0,0
501090,4968328,2015-01,0,0
501090,4327769,2014-07,0,0
501090,5485055,2015-06,0,0
501090,5045606,2015-03,0,0
501090,5091164,2015-03,0,0
501090,4973748,2015-01,0,0
501090,4411269,2014-08,0,0
501090,4244110,2014-06,0,0
501090,4641418,2014-10,0,0
501090,5342670,2015-05,0,0
501090,4798316,2014-12,0,0
501090,4092094,2014-04,0,0
501090,4318077,2014-07,0,0
501090,5102750,2015-03,0,0
501090,5317606,2015-05,0,0
501090,4819838,2014-12,0,0
501090,4355101,2014-07,0,0
501090,4233827,2014-06,0,0
501090,5219240,2015-04,0,0
501090,5026178,2015-02,0,0
501090,5015269,2015-02,0,0
501090,4496112,2014-08,0,0
501090,5342671,2015-05,0,0
501090,4296663,2014-06,0,0
501090,5213935,2015-04,0,0
501090,4572198,2014-09,0,0
511484,5594830,2015-07,1,0
511484,5455490,2015-06,1,0
511484,4355672,2014-07,1,0
511484,4196091,2014-05,1,0
513833,4926511,2015-01,0,0
516680,3187238,2013-12,0,0
516680,3097685,2013-11,0,0
516680,4010890,2014-02,0,0
516680,4600067,2014-10,1,0
516680,4084938,2014-04,1,0
516680,4997375,2015-02,1,0
517978,3243735,2013-12,0,0
517978,3094047,2013-10,0,0
517978,3099059,2013-11,0,0
517978,3092409,2013-10,0,0
517978,3094041,2013-10,0,0
517978,3098048,2013-11,0,0
517978,3969581,2014-01,0,0
517978,5381346,2015-06,0,0
517978,5471844,2015-06,0,0
517978,3981655,2014-01,0,0
517978,4845780,2014-12,0,0
517978,4003509,2014-01,0,0
522281,4577792,2014-09,1,0
522281,5229920,2015-04,1,0
524161,3197397,2013-12,0,0
524161,3214600,2013-12,0,0
524161,4204816,2014-05,0,0
5289,2994025,2013-09,0,0
5289,2993440,2013-09,0,0
5289,2983437,2013-09,0,0
5289,3001221,2013-09,0,0
5289,5658868,2015-08,0,0
5289,5390013,2015-06,0,0
5289,5570698,2015-07,0,0
5289,4919488,2015-01,0,0
5289,5639130,2015-07,0,0
5289,5658481,2015-08,0,0
9006,4657547,2014-10,1,0
9006,3992636,2014-01,1,0
9006,4258604,2014-06,0,0
9006,4509426,2014-09,0,0
12941,3061469,2013-10,0,0
14317,5722510,2015-08,0,0
14317,5258297,2015-05,0,0
20689,5015008,2015-02,1,0
24978,5204163,2015-04,0,0
28929,3180979,2013-12,1,0
28929,4225731,2014-06,1,0
28929,4490979,2014-08,1,0
28929,4734220,2014-11,1,0
32732,4762466,2014-11,0,0
32732,4806500,2014-12,0,0
32732,4034473,2014-02,1,0
32732,4917365,2015-01,1,0
32732,4740725,2014-11,0,0
32732,4012989,2014-02,1,0
32732,4233280,2014-06,1,0
32732,4806557,2014-12,0,0
35235,4929398,2015-01,1,0
35235,4384011,2014-07,1,0
35235,3966116,2014-01,1,0
39372,5414498,2015-06,1,0
46304,4048074,2014-03,0,0
46304,4463883,2014-08,0,0
46304,4326505,2014-07,0,0
46304,4545256,2014-09,0,0
46775,5007044,2015-02,1,0
46775,5007045,2015-02,1,0
46775,4856364,2014-12,1,0
52536,5342247,2015-05,0,0
52536,5211134,2015-04,0,0
52536,5241010,2015-04,0,0
52536,5341757,2015-05,0,0
55162,3222408,2013-12,1,0
55162,4111735,2014-04,1,0
58994,4807189,2014-12,0,0
58994,4930701,2015-01,0,0
58994,4839710,2014-12,0,0
58994,4854597,2014-12,0,0
61746,4465595,2014-08,0,0
61746,4114867,2014-04,1,0
63540,4624564,2014-10,0,0
63540,5003617,2015-02,0,0
75474,4133756,2014-04,0,0
77512,3075183,2013-10,0,0
77512,4612619,2014-10,0,0
77512,4054482,2014-03,0,0
88481,4850333,2014-12,0,0
88481,4850562,2014-12,0,0
89956,3126921,2013-11,1,0
89956,3203991,2013-12,1,0
89956,4356863,2014-07,1,0
89956,4734124,2014-11,1,0
89956,4654265,2014-10,1,0
89956,5081288,2015-03,0,0
89956,4742810,2014-11,1,0
89956,4502219,2014-09,1,0
89956,5326449,2015-05,1,0
97480,4384011,2014-07,1,0
97480,5644658,2015-07,1,0
97480,4929398,2015-01,1,0
97480,3966116,2014-01,1,0
98847,4895002,2014-12,1,0
101605,3229842,2013-12,1,0
101605,4003956,2014-01,1,0
101605,4895002,2014-12,1,0
108172,5320263,2015-05,1,0
110863,4279697,2014-06,1,0
115004,3222408,2013-12,1,0
115004,4784220,2014-11,1,0
123490,4445264,2014-08,0,0
125243,5004897,2015-02,1,0
125243,5004939,2015-02,1,0
125243,4015869,2014-02,1,0
128556,4779336,2014-11,0,0
130130,3078342,2013-10,0,0
130130,4098562,2014-04,0,0
146454,4839313,2014-12,0,0
146454,4269825,2014-06,1,0
163681,4895002,2014-12,1,0
163681,4869903,2014-12,1,0
190851,4791423,2014-12,1,0
198270,5364207,2015-06,0,1
198270,5559549,2015-07,0,1
198270,5599633,2015-07,0,1
199291,5186522,2015-04,1,0
202644,4466844,2014-08,1,0
208119,4202460,2014-05,1,0
208243,4700158,2014-11,1,0
208243,4272267,2014-06,1,0
208243,4700122,2014-11,1,0
208243,5625162,2015-07,0,0
212878,4832742,2014-12,1,0
212878,5650773,2015-08,1,0
217576,3219821,2013-12,0,0
217576,4032052,2014-02,0,0
217576,4140212,2014-05,1,0
218352,3200093,2013-12,0,0
218352,3074788,2013-10,0,0
218352,3054163,2013-10,0,0
218352,4204111,2014-05,0,0
218352,5480930,2015-06,0,0
218352,5737137,2015-08,0,0
218352,4730574,2014-11,0,0
218352,4531541,2014-09,0,0
218790,5124190,2015-03,1,0
223345,4237361,2014-06,1,0
