EID,ALTERNO,ALTDATE,ALTBE,ALTAF,TARGET
234894,05,2014-12,20,100,0
235589,27,2013-12,600,800,0
235589,05,2013-12,600,800,0
235589,05,2014-07,800,1000,0
236493,27,2013-10,50,100,0
236493,05,2013-10,50,100,0
236765,05,2014-05,30,50,1
236774,05,2015-02,1000,5000,0
236991,05,2014-04,10,100,1
237648,05,2014-08,10,100,0
237726,05,2015-03,100,1000,0
238038,27,2013-11,50,60,1
238038,05,2013-11,50,60,1
238165,05,2013-12,50,100,0
238165,27,2013-12,50,100,0
238657,05,2015-06,10,200,0
239106,05,2014-08,100,300,0
240139,27,2013-10,700,1000,0
240139,05,2013-10,700,1000,0
240321,05,2015-01,50,200,0
241690,05,2014-01,100,20,0
243173,05,2014-06,10,500,0
245696,05,2014-08,50,500,1
245906,05,2014-08,100,500,0
245906,05,2015-04,1500,2000,0
245906,05,2015-04,500,1500,0
246360,05,2014-03,50,1000,0
246360,05,2014-03,50万元,1000万元,0
246360,05,2014-03,50,1000,0
246360,05,2014-03,50万元,1000万元,0
249817,05,2014-12,10,100,0
249817,05,2014-12,10万元,100万元,0
249817,05,2014-12,10,100,0
249817,05,2014-12,10万元,100万元,0
251802,05,2014-11,60,500,0
254260,05,2014-04,10,1000,0
256764,05,2014-04,50,1500,0
257586,05,2015-03,88,588,0
258425,05,2015-05,50,100,0
260204,05,2015-03,100,1000,0
260584,27,2013-11,2000,5000,0
260584,05,2013-11,2000,5000,0
261826,05,2013-10,50,1001,0
261826,27,2013-10,50,1001,0
262453,05,2014-06,10,100,0
263491,05,2014-04,50,100,0
263881,05,2013-09,6,100,1
263881,27,2013-09,6,100,1
264735,27,2013-09,1800,3000,0
264735,27,2013-09,1800万元,3000万元,0
264735,27,2013-09,1800,3000,0
264735,27,2013-09,1800万元,3000万元,0
264735,27,2013-09,1800,3000,0
264735,27,2013-09,1800万元,3000万元,0
266652,05,2014-09,500,1000,0
268140,05,2014-12,100万元,500万元,0
268202,05,2015-02,100,800,1
268202,05,2015-01,10,100,1
271216,05,2015-02,10,380,0
273769,05,2014-06,50,300,0
274763,05,2014-11,50,600,0
274902,05,2014-07,200,1000,0
274991,05,2014-06,100,1000,0
275008,05,2014-12,10,100,0
275790,05,2014-06,10,1500,0
275790,05,2015-08,1500,2000,0
277977,05,2013-11,3,30,0
277977,27,2013-11,3,30,0
277977,05,2015-05,30,31.5,0
279127,05,2014-10,50,1000,1
279930,05,2015-03,10,300,1
282837,05,2014-06,10,30,0
284822,05,2014-12,50,1000,0
285810,05,2014-05,200,2000,0
286453,05,2014-06,70,200,0
286645,05,2015-03,100,1000,0
287827,05,2014-05,80,130,0
288742,05,2014-08,10,100,1
289310,05,2014-12,100,1000,1
289588,05,2014-05,500,1000,0
291158,05,2013-09,3,50,1
291158,27,2013-09,3,50,1
294353,05,2014-06,200,5000,0
294558,27,2013-11,10,100,0
294558,05,2013-11,10,100,0
295199,05,2015-02,10,500,1
299996,05,2015-04,100,110,0
301769,27,2014-01,0,474.75,0
302082,05,2015-05,50,200,1
305424,05,2015-04,10,2000,0
305584,05,2014-02,6000,1200,0
305584,27,2014-02,3600,1200,0
306407,05,2014-06,100,200,0
306896,27,2013-09,100,200,0
306896,05,2013-09,100,200,0
310022,05,2015-05,20,500,0
310635,05,2015-03,30,50,0
311054,05,2015-03,1000,20000,0
312295,05,2014-06,100,150,0
313239,05,2014-02,50,100,1
313239,27,2014-02,50,100,1
317719,05,2015-07,1550万元,1730万元,0
317719,05,2015-04,620万元,1550万元,0
317719,05,2015-01,500万元,620万元,0
318724,05,2015-07,10,100,0
319524,05,2015-03,50,7000,0
319612,05,2014-12,300,3000,1
320695,05,2015-07,5000,2000,0
321172,05,2014-12,45,50,0
321172,05,2015-05,50,59.5238,0
322171,05,2013-10,3060,12060,0
322171,27,2013-10,3060,12060,0
322373,05,2014-05,100,500,0
322747,05,2015-07,10,500,0
322954,05,2014-07,100,500,0
325253,05,2014-07,10,200,0
325400,05,2014-07,10,100,1
326238,27,2013-12,50,300,0
326238,05,2013-12,50,300,0
326904,05,2014-12,200,1067,0
327529,27,2013-11,820,1624.23,0
327529,05,2013-11,820,1624.23,0
327713,05,2014-07,3,50,0
329474,05,2014-03,10,100,1
329787,05,2014-11,50,800,0
332379,05,2014-09,111.12,116.97,0
332379,05,2015-08,116.97,129.967,0
332379,05,2014-03,100,111.12,0
332569,05,2015-06,10,300,0
332585,05,2014-10,6000,12000,0
333351,05,2014-05,50,1000,0
333816,05,2014-04,100,500,0
334444,27,2013-09,30,100,0
335618,05,2014-04,3,3000,0
335618,05,2014-08,3000,4000,0
335618,05,2015-06,4000,5000,0
337140,05,2014-08,100,110,0
339039,05,2014-03,200,1000,0
340019,05,2015-01,100,2100,0
343491,05,2014-11,200,400,0
346143,05,2013-11,3000,1000,0
346849,05,2015-05,100,500,0
347156,05,2014-11,5000,4637,0
348237,05,2014-09,20,2000,0
348237,05,2014-11,2000,2200,0
349539,05,2014-03,10,100,1
349785,05,2014-07,200,5823,1
350480,27,2013-09,3,50,0
350480,05,2013-09,3,50,0
351003,05,2014-10,10,60,1
351300,05,2013-11,450,500,0
351300,27,2013-11,450,500,0
351300,27,2013-09,50,450,0
351300,05,2013-09,50,450,0
351300,27,2013-11,450万元,500万元,0
351300,27,2013-09,50万元,450万元,0
351300,05,2013-11,450万元,500万元,0
351300,05,2013-09,50万元,450万元,0
351300,27,2013-11,450万元,500万元,0
351300,27,2013-09,50万元,450万元,0
351300,05,2013-11,450万元,500万元,0
351300,05,2013-09,50万元,450万元,0
351300,05,2013-11,450,500,0
351300,27,2013-11,450,500,0
351300,27,2013-09,50,450,0
351300,05,2013-09,50,450,0
351300,27,2013-11,450万元,500万元,0
351300,27,2013-09,50万元,450万元,0
351300,05,2013-11,450万元,500万元,0
351300,05,2013-09,50万元,450万元,0
351300,27,2013-11,450万元,500万元,0
351300,27,2013-09,50万元,450万元,0
351300,05,2013-11,450万元,500万元,0
351300,05,2013-09,50万元,450万元,0
351341,05,2014-10,50,310,0
351375,27,2013-09,100,1500,0
351375,05,2013-09,100,2000,0
351490,05,2015-01,10,300,0
353712,27,2014-01,0,35,0
354324,27,2013-11,10,50,1
354324,05,2013-11,10,50,1
358554,05,2015-03,700,100,0
358758,05,2014-12,10,200,0
359388,05,2014-09,5001,20000,0
360881,05,2015-02,300,2100,0
361066,05,2015-01,3,50,1
361467,27,2013-11,0,3.6,0
362893,05,2015-05,376,1000,0
362893,05,2014-08,100,376,0
365704,05,2015-04,10,50,0
365820,05,2013-12,100,125,0
365820,27,2013-12,100,125,0
366449,05,2014-12,5,50,0
368146,05,2014-04,50,500,0
368417,05,2014-09,100,150,0
370266,05,2015-03,30,500,0
374164,05,2014-12,10,200,0
374400,05,2013-10,52,100,1
374400,27,2013-10,52,100,1
374988,05,2014-03,750,1200,0
374988,05,2015-04,1200,2500,0
376786,05,2014-04,10,118,0
377470,05,2014-06,0.1,25,0
378245,05,2015-07,1712.7万元,1778.35万元,0
378245,05,2015-06,1200万元,1712.7万元,0
378245,05,2014-12,1000万元,1200万元,0
378245,05,2014-07,100万元,1000万元,0
380219,05,2015-02,50,520,0
380318,05,2014-12,1000,5000,0
380944,05,2015-04,100,2000,0
383826,05,2014-02,370,1000,1
383826,27,2014-02,370,1000,1
385037,05,2015-08,50,100,0
385037,05,2015-08,50万元,100万元,0
385037,05,2015-08,50,100,0
385037,05,2015-08,50万元,100万元,0
386330,05,2015-06,180,500,0
387545,05,2015-07,30,50,0
387545,05,2015-06,10,30,0
387781,05,2014-05,50,100,1
388806,05,2014-11,3,32,0
389800,05,2015-05,10,500,1
391902,05,2014-10,1000,3031,0
393867,27,2013-09,500,1000,0
393867,05,2013-09,500,1000,0
395278,05,2014-03,300,600,0
396836,05,2015-01,20,500,0
397996,05,2014-11,100,1000,0
398501,05,2014-04,50,100,0
398708,05,2013-11,50,500,1
398708,27,2013-11,50,500,1
400485,05,2014-09,100,1000,0
402527,05,2014-06,10,100,1
404786,27,2014-01,500,750,0
404786,27,2013-12,100,500,0
404786,05,2013-12,100,1000,0
404786,27,2014-02,750,1000,0
407173,05,2015-03,10,25,0
408534,05,2014-04,50,200,0
408691,05,2014-09,10,100,1
408776,05,2015-02,3,30,0
409129,05,2014-08,50,300,0
409681,27,2013-12,100,500,0
409681,05,2015-01,500,2000,0
411221,05,2014-06,10,111,0
411518,05,2015-04,100,500,0
411755,05,2013-12,10,1000,0
411755,27,2013-12,10,1000,0
414164,05,2015-04,50,500,0
414603,05,2014-05,260,500,0
415952,05,2014-06,200,500,0
417712,05,2014-01,500,100,0
417928,05,2015-08,50,3000,0
418939,05,2014-06,100,300,0
422042,05,2013-12,6500,13793,1
422521,05,2015-04,10,100,0
422779,05,2013-10,300,500,0
422779,27,2013-10,300,500,0
423363,05,2014-12,20,220,0
425828,27,2013-11,50,100,0
425828,05,2013-11,50,100,0
426713,05,2014-05,50,200,0
427360,05,2015-06,100,1000,0
428447,05,2014-10,100,500,0
429390,05,2015-02,51.8,500,0
429759,27,2014-01,0,300,0
430436,05,2014-07,300,1000,1
431726,05,2014-06,40,41,0
432121,05,2015-07,10,100,1
432947,05,2015-03,100,1000,0
433023,05,2014-12,50,500,0
433255,05,2015-06,50,500,1
433618,05,2014-12,50,500,1
435683,05,2014-04,100,2800,0
435683,27,2013-09,0,100,0
437256,27,2014-02,500,1500,0
437256,05,2014-02,500,1500,0
439002,05,2015-04,50,200,0
444167,27,2013-11,10,50,0
444719,05,2015-08,30,40,0
444955,05,2015-03,50,300,1
447736,05,2014-05,3,100,1
449364,05,2015-02,500,10000,0
449671,05,2014-08,100,600,0
449698,05,2015-01,30,100,0
449849,27,2013-11,200,1000,1
449943,27,2013-10,20,100,0
450931,05,2014-07,50,100,0
454525,05,2014-09,379,9979,0
455237,05,2014-12,50,100,1
457372,05,2015-01,160,166,1
458409,05,2014-01,3,100,0
458409,27,2014-01,3,100,0
458861,05,2014-06,10,500,0
459080,27,2014-02,2069,2327,0
459080,27,2013-12,2015,2069,0
459080,05,2014-07,8917.44,9000,0
459080,05,2014-06,2327,8917.44,0
459080,05,2013-12,2015,2069,0
459080,05,2014-02,2069,2327,0
459080,27,2014-02,2069万元,2327万元,0
459080,27,2013-12,2015万元,2069万元,0
459080,05,2014-07,8917.44万元,9000万元,0
459080,05,2014-06,2327万元,8917.44万元,0
459080,05,2013-12,2015万元,2069万元,0
459080,05,2014-02,2069万元,2327万元,0
459080,27,2014-02,2069,2327,0
459080,27,2013-12,2015,2069,0
459080,05,2014-07,8917.44,9000,0
459080,05,2014-06,2327,8917.44,0
459080,05,2013-12,2015,2069,0
459080,05,2014-02,2069,2327,0
459080,27,2014-02,2069万元,2327万元,0
459080,27,2013-12,2015万元,2069万元,0
459080,05,2014-07,8917.44万元,9000万元,0
459080,05,2014-06,2327万元,8917.44万元,0
459080,05,2013-12,2015万元,2069万元,0
459080,05,2014-02,2069万元,2327万元,0
459281,05,2015-07,3,50,0
460482,05,2015-08,3030,36344,0
460512,05,2014-10,100,2100,0
460647,27,2013-10,50,100,1
460647,05,2013-10,50,100,1
460949,05,2015-07,100,2000,0
464505,05,2015-06,3,500,0
464670,05,2014-12,50,100,0
465079,05,2014-07,500,1000,0
467380,05,2015-07,50,120,1
467380,05,2015-07,50万元,120万元,1
467380,05,2015-07,50,120,1
467380,05,2015-07,50万元,120万元,1
471478,05,2015-01,50,53.8461,1
471489,05,2014-07,500,3000,0
471489,05,2014-06,50,500,0
471661,05,2015-04,3,5000,0
473833,05,2014-04,10,100,0
476961,05,2014-10,330,530,0
477317,05,2014-12,20,500,0
477367,05,2015-03,100,5800,0
477684,05,2015-08,3000,1000,0
477684,05,2015-03,100,3000,0
478332,27,2013-12,300,100,0
478332,05,2013-12,300,100,0
479580,05,2015-05,120,300,0
481195,05,2015-07,200,5000,0
481246,05,2015-02,50,100,0
481246,05,2015-02,50,100,0
484168,05,2014-12,100,30,0
484701,05,2014-05,10,100,0
485661,05,2014-08,16000万元,23000万元,0
485661,05,2013-10,10000万元,16000万元,0
485661,27,2013-10,10000万元,16000万元,0
487908,05,2015-01,3,100,0
491521,05,2015-03,10,100,1
492229,05,2014-12,1000,8000,0
492438,05,2014-05,20,100,0
492522,05,2014-05,50,500,0
493227,05,2015-06,100,1000,0
497717,05,2014-03,10,50,1
498586,05,2015-04,10,100,0
499293,27,2013-11,12200,13482,0
499293,05,2014-12,13482,15434,0
499293,05,2013-11,12200,13482,0
501555,05,2013-10,3,100,0
501555,27,2013-10,3,100,0
501944,05,2015-02,100,1000,0
502211,05,2014-09,3,200,0
506582,05,2014-05,500,1000,0
506838,27,2013-09,100,500,0
506838,05,2013-09,100,500,0
507882,05,2015-07,30,200,0
507882,05,2015-07,30万元,200万元,0
507882,05,2015-07,30,200,0
507882,05,2015-07,30万元,200万元,0
507997,05,2015-05,168万元,500万元,0
510935,05,2013-09,1500,1520,0
510935,27,2013-09,1500,1520,0
512111,05,2015-07,3000,10000,0
512382,05,2014-03,1000,1500,0
512382,05,2015-07,1500,3000,0
513833,05,2015-07,300万元,5000万元,0
514870,05,2015-08,3770,4290,0
514870,05,2013-09,2900,3650,0
514870,05,2013-12,3650,3770,0
514870,27,2013-12,3650,3770,0
514870,27,2013-09,2900,3650,0
518544,05,2015-02,3000万元,20300万元,0
518544,05,2015-02,3000万元,20300万元,0
518773,05,2014-08,10,2400,0
520807,05,2014-10,50,100,0
523043,05,2015-07,1000万元,5450万元,0
523043,05,2015-07,1000万元,5450万元,0
523043,05,2015-07,1000万元,5450万元,0
523043,05,2015-07,1000万元,5450万元,0
523229,05,2014-12,30,500,0
525856,05,2014-06,10,200,0
426,05,2014-02,50,100,0
426,27,2014-02,50,80,0
1951,05,2014-08,5,98,0
1951,05,2014-08,5万元,98万元,0
1951,05,2014-08,5,98,0
1951,05,2014-08,5万元,98万元,0
3804,05,2013-10,170,1160.743,0
3804,27,2013-10,170,1160.743,0
4263,05,2013-11,100,500,0
4263,27,2013-11,100,500,0
5289,05,2014-04,500,1250,0
5506,05,2015-04,3,100,0
8791,05,2015-07,100,260,0
11218,05,2014-11,30,53,0
12210,05,2015-07,20,100,0
12697,05,2015-02,10,950,0
13099,05,2015-05,3,1160,1
13652,05,2014-10,10,200,0
15412,05,2013-12,10,110,1
15412,27,2013-12,10,110,1
15564,05,2015-01,10,100,0
15564,05,2015-01,10万元,100万元,0
15564,05,2015-01,10,100,0
15564,05,2015-01,10万元,100万元,0
16002,05,2015-02,10,2000,0
16097,05,2015-08,100,500,1
17239,05,2014-09,10,110,0
18339,05,2014-09,3,3.3,0
18712,05,2015-05,50万元,200万元,0
18712,05,2015-05,50万元,200万元,0
19042,05,2015-04,100,30,0
20364,05,2015-01,100,1000,0
20689,05,2014-04,100,1000,0
21119,05,2014-05,50,100,0
21825,05,2014-12,50,500,0
23523,05,2015-07,50,200,0
24207,05,2014-07,100,2000,0
24311,05,2014-06,50,1000,0
26207,05,2015-02,60,1000,0
27137,27,2013-10,1000,3000,0
27137,05,2013-10,1000,3000,0
27553,05,2014-11,200,1000,0
28040,05,2014-06,60,600,0
28525,05,2014-06,40,200,0
28877,05,2014-12,30,100,0
28929,05,2014-09,73,1100,0
29136,05,2015-03,1000,5000,0
30432,05,2014-07,50,500,1
32085,27,2013-11,20,100,0
34081,05,2014-08,10,500,1
34081,05,2014-08,10万元,500万元,1
34081,05,2014-08,10,500,1
34081,05,2014-08,10万元,500万元,1
34104,05,2015-07,10,100,0
36120,05,2014-08,10,200,0
36360,27,2013-09,10,100,1
36360,05,2013-09,10,100,1
36932,05,2015-04,10,100,0
37075,05,2015-07,100,516,0
38900,05,2014-02,50,100,1
38900,27,2014-02,50,100,1
38903,05,2015-08,100,300,0
39159,27,2014-01,680,780,0
39159,27,2013-11,603,680,0
39159,05,2013-11,603,680,0
39159,05,2015-06,780,2454,0
39159,05,2014-01,680,780,0
39372,05,2014-08,1080,1782,0
39372,05,2015-08,1782,2782,0
41026,05,2014-06,10,100,0
41890,05,2014-11,560,17309,0
41890,05,2014-11,560万元,17309万元,0
41890,05,2014-11,560,17309,0
41890,05,2014-11,560万元,17309万元,0
43149,05,2015-06,3,1000,1
46218,05,2014-10,10,200,0
46268,05,2014-06,50,100,0
48540,05,2015-03,3200,4000,0
53852,05,2013-09,50,100,1
53852,27,2013-09,50,100,1
57107,05,2014-12,30,100,0
58030,05,2015-03,10,500,0
59485,05,2014-11,100,300,0
61102,05,2014-05,50,200,0
65666,05,2013-09,20,300,1
65666,27,2013-09,20,300,1
65860,05,2015-04,50,300,0
66795,27,2013-09,200万元,206万元,0
66795,05,2013-09,200万元,206万元,0
66795,27,2013-09,200万元,206万元,0
66795,05,2013-09,200万元,206万元,0
68131,05,2015-04,30,500,0
69011,05,2015-05,10,100,0
69730,05,2014-08,30,200,0
71112,05,2013-09,100,101,1
71112,27,2013-09,100,101,1
71330,27,2013-12,200,1000,0
71610,05,2015-03,10,200,1
72166,05,2013-09,50,1000,0
72166,27,2013-12,750,1000,0
72166,27,2013-09,50,750,0
72410,05,2014-01,50,300,0
72410,27,2014-01,50,300,0
75333,05,2015-02,1000万元,5000万元,0
75343,05,2014-09,100,110,0
77171,05,2014-06,1000万元,2000万元,0
78126,05,2015-03,10,500,0
78274,05,2015-05,10,100,0
80158,05,2015-03,10,500,0
82004,05,2015-06,250,900,0
83666,05,2014-06,100,300,1
86085,05,2015-06,3万元,10万元,0
86700,05,2015-04,10,50,0
88481,05,2015-04,15360,15766.5,0
91072,05,2015-01,30,50,0
94051,05,2015-04,1000,3000,1
94946,05,2013-10,200,700,0
94946,27,2013-10,200,700,0
95299,05,2015-06,10,500,0
95753,05,2013-12,100,300,0
95753,05,2015-05,300,500,0
95753,27,2013-12,100,300,0
95753,05,2015-05,300万元,500万元,0
95753,27,2013-12,100万元,300万元,0
95753,05,2013-12,100万元,300万元,0
95753,05,2013-12,100,300,0
95753,05,2015-05,300,500,0
95753,27,2013-12,100,300,0
95753,05,2015-05,300万元,500万元,0
95753,27,2013-12,100万元,300万元,0
95753,05,2013-12,100万元,300万元,0
98298,05,2014-09,50,62.5,1
98298,05,2015-04,62.5,150,1
98298,05,2015-04,62.5万元,150万元,1
98298,05,2014-09,50万元,62.5万元,1
98298,05,2014-09,50,62.5,1
98298,05,2015-04,62.5,150,1
98298,05,2015-04,62.5万元,150万元,1
98298,05,2014-09,50万元,62.5万元,1
102250,05,2015-06,10,80,0
102956,05,2015-03,30,100,0
103979,05,2014-05,100,500,0
105393,05,2014-11,10,50,1
106167,05,2015-06,100,3,1
107983,05,2014-06,50,500,0
108172,05,2014-09,100,500,0
108507,27,2013-10,200,1000,0
109725,05,2014-04,10,50,0
110041,05,2014-05,5000,200,0
112683,05,2014-08,10,500,0
115112,05,2014-04,100,200,0
119655,05,2014-07,100,500,0
120747,05,2015-01,10,100,0
122245,05,2014-10,10,50,1
122672,27,2013-12,100,112,0
122672,27,2013-12,3,100,0
122672,05,2014-04,112,5000,0
122672,05,2015-03,5000,5155,0
122672,05,2013-12,100,112,0
122672,05,2013-12,3,100,0
123792,05,2014-02,3,50,1
123792,27,2014-02,3,50,1
124348,05,2014-04,3,1000,0
125243,05,2015-01,400,1100,0
125641,05,2014-07,15,100,0
125641,05,2014-07,15万元,100万元,0
125641,05,2014-07,15万元,100万元,0
125641,05,2014-07,15,100,0
125641,05,2014-07,15万元,100万元,0
125641,05,2014-07,15万元,100万元,0
125710,05,2014-12,30,980,0
126875,05,2014-07,50,900,1
128849,05,2014-12,301,15300,0
128849,05,2015-08,15300,18300,0
129240,05,2014-04,2300,5000,0
129260,05,2015-01,50,500,1
129263,27,2013-11,100,1000,0
129263,05,2013-11,100,1000,0
130531,05,2014-09,10,100,1
130886,05,2014-03,10,100,0
131050,05,2014-08,3,1000,1
131842,05,2014-06,50,1000,0
131890,05,2015-05,380,3000,0
135664,05,2014-01,150,1090,0
135664,05,2014-11,1090,1000,0
135664,27,2014-01,150,1090,0
137015,05,2015-07,3,50,1
137282,05,2015-06,10,100,0
137370,05,2015-01,300,600,0
137441,05,2015-01,100,520,0
137914,27,2013-10,,100,0
137914,05,2013-10,50,100,0
138076,05,2013-09,500,1000,0
138076,27,2013-09,500,1000,0
139896,05,2013-11,50,500,0
139896,27,2013-11,50,500,0
141681,05,2014-07,10,100,0
141681,05,2014-07,10万元,100万元,0
141681,05,2014-07,10万元,100万元,0
141681,05,2014-07,10,100,0
141681,05,2014-07,10万元,100万元,0
141681,05,2014-07,10万元,100万元,0
142262,05,2014-04,21,4.2,0
152338,27,2014-02,200,300,0
152338,27,2014-01,100,200,0
152338,05,2014-01,100,200,0
152338,05,2014-02,200,300,0
152934,05,2014-08,50,200,1
153021,05,2014-05,50,500,0
153381,05,2015-03,100,550,0
153601,05,2015-06,20,300,0
153649,05,2014-04,47691.673008,87685.965776,0
156022,05,2014-03,30,200,0
157869,05,2015-07,50,100,0
157886,05,2014-08,1000,2000,0
158538,05,2014-05,10,1000,0
159022,05,2015-03,1000,1500,0
160389,05,2014-10,300,500,0
163377,05,2014-08,10,50,1
163681,05,2014-09,100,150,0
164184,05,2014-06,10,100,0
164198,27,2014-01,100,1000,0
164198,05,2014-01,100,1000,0
168046,27,2014-02,10,10000,1
168046,05,2014-02,10,10000,1
168844,05,2015-02,10,50,0
169927,27,2013-12,1550,2150,0
169927,05,2013-12,1550,2150,0
170593,05,2014-11,4,500,0
175885,05,2014-04,30,5000,0
175890,05,2014-09,518,2188,0
175890,27,2014-09,518,2188,0
177487,05,2015-07,50,55,0
178246,05,2014-06,3,100,0
178672,27,2013-10,20,50,0
178672,05,2013-10,20,50,0
179296,05,2014-05,30,100,0
179360,05,2014-10,10,500,1
180128,05,2014-03,300,5000,0
180128,05,2014-02,200,300,0
180128,27,2014-02,200,300,0
181096,05,2015-06,200万元,500万元,0
183098,05,2014-12,50,990,0
183150,05,2014-06,50,500,0
183818,05,2015-08,100,127.4,0
184259,05,2014-03,50,200,0
186028,27,2014-01,50,500,0
186028,05,2014-01,50,500,0
186526,27,2013-12,1600,2200,0
186526,05,2013-12,1600,2200,0
186985,05,2014-08,3,100,0
190226,05,2014-04,30,100,0
190851,05,2014-09,110,210,0
191726,05,2014-04,1000,1080,1
191726,05,2014-04,1000万元,1080万元,1
191726,05,2014-04,1000,1080,1
191726,05,2014-04,1000万元,1080万元,1
191928,05,2014-07,1000,200,0
192612,05,2015-01,200,10000,0
194243,05,2014-07,10,11.11,0
194463,05,2015-07,50,185,0
195841,05,2014-12,50,100,1
195841,05,2014-12,50万元,100万元,1
195841,05,2014-12,50,100,1
195841,05,2014-12,50万元,100万元,1
196973,05,2015-06,50,200,0
196973,05,2015-06,50万元,200万元,0
196973,05,2015-06,50,200,0
196973,05,2015-06,50万元,200万元,0
198547,05,2015-04,10,30,0
198838,05,2015-02,500,620,1
199890,05,2015-01,50,200,0
201344,05,2015-07,500,3000,0
201714,05,2014-05,300,1000,0
202436,27,2013-09,100,500,0
202436,05,2013-09,100,500,0
202648,05,2014-12,3,100,0
202654,05,2015-08,50,150,0
203428,05,2014-06,3,1000,0
205256,05,2015-07,10,100,0
205369,05,2014-12,100,3000,1
205950,05,2015-04,1000,1600,0
205950,27,2014-02,200,1000,0
206722,05,2014-12,100,555,0
208308,05,2014-12,100,1000,0
209702,05,2014-07,10,100,0
210644,05,2015-07,50,200,0
210813,05,2014-10,50,100,1
211421,05,2014-05,30,300,0
211766,05,2014-11,100,1000,0
211766,05,2013-12,50,100,0
211766,27,2013-12,50,100,0
212864,27,2014-01,100,200,1
212864,05,2014-01,100,200,1
213079,05,2014-06,500,1000,0
213309,27,2013-10,5001,30000,0
213309,05,2013-10,5001,30000,0
213925,05,2014-12,100,300,1
214448,05,2014-06,10,100,0
214698,27,2013-12,3,3000,0
214698,05,2013-12,3,3000,0
218287,05,2014-09,50,500,0
218543,05,2015-07,50,500,1
218632,05,2015-01,1,150,0
218790,05,2014-11,150,501,0
218977,05,2014-04,3,50,1
221914,05,2014-06,10,60,1
222386,05,2014-12,200,900,0
225844,05,2014-04,10,500,0
226468,05,2015-01,300,1000,0
226865,05,2014-09,5000,4000,0
226865,05,2015-08,4000,5000,0
227051,05,2014-12,10,100,0
227225,05,2013-10,10,110,0
227225,27,2013-10,10,110,0
228740,27,2013-10,200,1000,0
230565,05,2014-09,100,500,0
231159,05,2015-04,10万元,50万元,0
231313,05,2015-04,10,100,0
231897,05,2015-01,10,500,0
233819,05,2015-07,10,50,0
235986,05,2014-05,10,50,0
239309,05,2015-06,25,1000,0
239309,05,2015-04,10,25,0
240250,05,2014-09,3,500,0
242800,27,2013-09,5000,10000,0
242800,05,2013-09,5000,10000,0
244523,05,2014-06,10,260,0
244715,05,2014-05,10,100,0
246963,27,2014-01,10,100,0
246963,05,2014-01,10,100,0
247039,05,2014-05,50,1000,0
248644,05,2015-08,100,1000,1
248644,05,2015-08,100万元,1000万元,1
248644,05,2015-08,100,1000,1
248644,05,2015-08,100万元,1000万元,1
248991,05,2014-08,50,300,1
249400,05,2014-11,68,1688,0
250227,05,2015-07,1000,20000,1
250572,05,2015-01,10,50,0
250794,05,2014-11,10,1000,0
253141,27,2013-09,220.05,240,0
253141,05,2014-12,240,690,0
253882,27,2013-09,10,1010,1
253882,05,2013-09,10,1010,1
256131,27,2013-11,10,100,0
256131,05,2013-11,10,100,0
258063,27,2013-10,100,300,0
258063,05,2013-10,100,300,0
259224,05,2015-07,108,500,0
259444,05,2015-03,200,500,0
259912,05,2015-06,10,100,0
260699,05,2014-12,50,500,0
262735,05,2015-06,5,200,0
262752,05,2013-09,20,18,0
262752,27,2013-09,20,18,0
265163,05,2014-06,100,1100,1
266348,27,2014-02,50,100,0
266348,05,2014-02,50,100,0
268418,05,2014-11,100,1000,1
269479,05,2014-08,50,100,1
269866,05,2015-06,50,500,0
271506,05,2014-05,50,100,0
272880,05,2014-12,10,100,0
273016,05,2014-11,50,580,0
274390,27,2013-12,30,500,0
274390,05,2013-12,30,500,0
276344,05,2015-01,50,500,0
277237,05,2014-04,1000,10000,0
277484,05,2015-03,10,100,0
278358,05,2014-09,2000,3000,0
278529,05,2015-01,50,5050,0
279319,05,2014-03,10,100,0
280118,05,2014-06,10,200,1
280280,05,2015-01,50,500,0
280959,27,2013-12,100,500,0
280959,05,2013-12,100,500,0
281722,05,2015-01,50,300,0
285369,05,2015-08,200,1000,0
286717,05,2015-04,200,800,0
286717,05,2014-06,30,200,0
287013,05,2015-04,50,100,0
287854,05,2014-09,200,1000,1
288525,05,2015-04,10,200,0
289396,05,2015-05,1000,10000,0
289647,05,2015-01,300,500,1
290480,05,2015-04,300,500,0
291408,27,2013-10,3000,8000,0
291408,05,2013-10,3000,8000,0
292985,05,2015-03,50,200,0
293294,05,2014-07,300,1000,0
293801,05,2015-06,50,5000,0
295934,05,2014-11,10,50,0
299173,05,2014-12,85万元,104.938万元,0
300920,27,2014-01,3,50,1
300920,05,2014-01,3,50,1
305026,05,2015-07,1008,3168,0
305026,05,2015-07,1008,3168,0
308428,05,2015-04,100,2000,0
308948,27,2014-01,53,100,0
308948,05,2015-06,100,11000,0
309780,05,2015-01,20,100,0
309814,05,2014-03,150,200,0
310308,05,2015-01,50,300,0
311203,05,2014-04,10,200,1
311771,05,2014-04,10,3000,0
313674,05,2015-02,50,500,0
315536,05,2014-08,300,2000,0
317650,05,2014-02,108,300,1
317650,27,2014-02,108,300,1
317733,05,2014-07,10,500,1
319361,05,2014-11,10,500,0
320710,05,2015-04,50,500,0
322136,05,2014-06,50,300,0
324100,05,2014-12,10,100,1
324270,05,2014-12,10,100,0
325058,05,2015-08,50,100,0
328099,05,2014-11,200,300,0
328099,05,2014-06,10,200,0
