EID,TYPECODE,IFHOME,B_REYEAR,B_ENDYEAR,TARGET
417370,br40148,1,2007,2015.0,0
417370,br11708,1,2007,,0
417370,br133155,1,2010,,0
417370,br133567,1,2009,,0
417370,br48955,1,2010,2011.0,0
417370,br173967,1,2008,,0
417370,br205309,1,2007,,0
417370,br175335,1,2006,2015.0,0
417370,br235625,1,2007,,0
100185,br60073,1,2010,,0
100185,br86,1,2014,,0
100185,br210801,1,2011,,0
100185,br121266,1,2013,,0
100185,br91286,1,2014,,0
100185,br61555,1,2014,,0
100185,br181812,1,2012,,0
100185,br91771,1,2012,,0
100185,br61849,1,2007,2015.0,0
100185,br32657,1,2014,,0
100185,br32911,1,2008,2012.0,0
100185,br153238,1,2008,2010.0,0
100185,br123309,1,2010,,0
100185,br123348,1,2008,,0
100185,br3734,1,2014,,0
100185,br93951,1,2006,2009.0,0
100185,br154258,1,2013,,0
100185,br154479,1,2012,,0
100185,br34849,1,2008,2011.0,0
100185,br125038,1,2007,2009.0,0
100185,br95239,1,2006,,0
100185,br35364,1,2008,2010.0,0
100185,br66132,1,2006,2011.0,0
100185,br217052,1,2006,2009.0,0
100185,br67208,1,2012,,0
100185,br127701,1,2007,2012.0,0
100185,br7656,1,2008,2009.0,0
100185,br128048,1,2008,2011.0,0
100185,br158204,1,2011,,0
100185,br39023,1,2015,,0
100185,br219324,1,2006,2009.0,0
100185,br39165,1,2006,,0
100185,br39596,1,2011,,0
100185,br9404,1,2011,2015.0,0
100185,br69745,1,2012,2015.0,0
100185,br190517,0,2006,,0
100185,br70485,1,2009,2015.0,0
100185,br40721,1,2013,,0
100185,br160872,1,2013,2015.0,0
100185,br71207,0,2006,2011.0,0
100185,br161671,1,2008,,0
100185,br11704,1,2009,2010.0,0
100185,br42503,1,2008,2009.0,0
100185,br132595,1,2009,2011.0,0
100185,br42573,1,2008,2011.0,0
100185,br162793,1,2007,,0
100185,br223226,1,2014,,0
100185,br223447,1,2013,,0
100185,br13264,1,2007,2010.0,0
100185,br44306,1,2014,,0
100185,br195023,1,2007,,0
100185,br195567,1,2012,,0
100185,br15252,1,2012,,0
100185,br165549,1,2010,2014.0,0
100185,br226006,1,2015,,0
100185,br46090,1,2006,,0
100185,br226349,1,2011,2015.0,0
100185,br106485,1,2012,,0
100185,br106636,1,2014,,0
100185,br107650,1,2013,,0
100185,br108577,1,2010,2014.0,0
100185,br18760,1,2007,2010.0,0
100185,br169044,1,2011,,0
100185,br229318,1,2014,,0
100185,br229462,1,2008,2012.0,0
100185,br49287,1,2011,2015.0,0
100185,br170103,1,2008,2013.0,0
100185,br200516,1,2013,,0
100185,br201347,1,2011,,0
100185,br51221,1,2014,,0
100185,br202095,1,2006,2012.0,0
100185,br112045,1,2015,,0
100185,br232584,1,2007,2010.0,0
100185,br82763,1,2008,2015.0,0
100185,br23254,1,2007,2015.0,0
100185,br143425,1,2012,,0
100185,br203763,1,2009,2011.0,0
100185,br83660,1,2008,2009.0,0
100185,br24056,1,2014,,0
100185,br204680,1,2013,,0
100185,br114315,1,2009,,0
100185,br234569,1,2006,2009.0,0
100185,br114552,1,2014,,0
100185,br54886,1,2007,2011.0,0
100185,br145910,1,2012,,0
100185,br236607,1,2012,2015.0,0
100185,br56869,1,2010,,0
100185,br57194,1,2010,,0
100185,br147374,1,2008,2011.0,0
100185,br177275,1,2010,2014.0,0
100185,br117346,1,2012,,0
100185,br207898,1,2008,,0
300459,br210491,0,2013,,0
420908,br180046,1,2008,,0
420908,br150800,1,2013,,0
420908,br90750,1,2013,,0
420908,br31002,1,2010,,0
420908,br151492,1,2007,,0
420908,br122055,1,2013,2014.0,0
420908,br212408,1,2009,,0
420908,br62429,1,2007,,0
420908,br183683,1,2006,,0
420908,br63813,1,2009,,0
420908,br94596,1,2007,,0
420908,br127103,1,2008,,0
420908,br37287,1,2013,,0
420908,br129149,1,2009,,0
420908,br100580,1,2006,,0
420908,br190708,1,2013,,0
420908,br160787,1,2010,,0
420908,br100844,1,2013,,0
420908,br221145,1,2009,2010.0,0
420908,br221592,1,2013,,0
420908,br41789,1,2012,,0
420908,br102324,1,2009,,0
420908,br72795,1,2009,,0
420908,br194002,1,2013,,0
420908,br74588,1,2012,,0
420908,br195313,1,2012,,0
420908,br15149,1,2008,,0
420908,br225614,1,2009,2010.0,0
420908,br227028,1,2011,,0
420908,br47015,1,2011,,0
420908,br17118,1,2008,,0
420908,br17174,1,2013,,0
420908,br77390,1,2012,,0
420908,br228168,1,2005,,0
420908,br77934,1,2011,,0
420908,br108368,1,2010,2011.0,0
420908,br138557,1,2011,,0
420908,br168656,1,2008,,0
420908,br168769,1,2008,2010.0,0
420908,br169388,1,2005,2015.0,0
420908,br229697,1,2008,,0
420908,br200011,1,2009,,0
420908,br79732,1,2011,,0
420908,br170534,1,2012,,0
420908,br81840,1,2012,,0
420908,br21903,1,2013,,0
420908,br141994,1,2011,,0
420908,br22739,1,2007,,0
420908,br173500,1,2008,,0
420908,br234871,1,2012,,0
420908,br174959,1,2009,,0
420908,br55081,1,2009,,0
420908,br145490,1,2011,,0
420908,br206998,1,2011,,0
420908,br26791,1,2010,,0
420908,br207184,1,2009,,0
420908,br147058,1,2012,,0
420908,br207771,1,2008,,0
420908,br28766,1,2009,,0
420908,br209483,1,2011,,0
420908,br179822,1,2012,,0
113324,br210493,0,2003,,0
113324,br950,0,2009,,0
113324,br61169,0,2014,,0
113324,br181503,0,2012,,0
113324,br152187,0,2014,,0
113324,br212793,0,2012,,0
113324,br152596,0,2003,,0
113324,br63087,0,2013,,0
113324,br3200,0,2010,,0
113324,br215123,0,2009,,0
113324,br155010,1,2010,2012.0,0
113324,br5289,0,2002,,0
113324,br95852,0,2011,,0
113324,br126395,0,2012,,0
113324,br216734,0,2009,,0
113324,br96987,0,2012,,0
113324,br157506,0,2008,,0
113324,br68016,1,2008,,0
113324,br219097,0,2005,,0
113324,br129014,0,2012,,0
113324,br219417,1,2003,,0
113324,br219536,0,2007,,0
113324,br129911,0,2009,,0
113324,br9711,1,2005,,0
113324,br220836,0,2011,,0
113324,br100899,0,2004,,0
113324,br42002,0,2004,,0
113324,br43029,0,2015,,0
113324,br194296,0,2009,,0
113324,br44397,0,2013,,0
113324,br134787,0,2005,,0
113324,br225052,0,2004,,0
113324,br195243,0,2012,,0
113324,br225830,0,2013,,0
113324,br136402,0,2008,,0
113324,br136946,0,2005,2008.0,0
113324,br137385,0,2010,,0
113324,br198558,0,2003,,0
113324,br199381,0,2010,,0
113324,br199465,0,2011,,0
113324,br169398,0,2008,,0
113324,br229580,1,2003,,0
113324,br109479,0,2010,,0
113324,br139722,0,1999,,0
113324,br50323,0,2005,2010.0,0
113324,br140328,0,2010,,0
113324,br50349,0,2015,,0
113324,br230596,0,2012,,0
113324,br170739,0,2014,,0
113324,br22081,1,2015,,0
113324,br82391,0,2008,2010.0,0
113324,br22609,0,2013,,0
113324,br23660,0,2010,,0
113324,br83702,0,2009,,0
113324,br233961,0,2007,,0
113324,br54189,0,2001,,0
113324,br234868,0,2005,2006.0,0
113324,br174735,0,2007,,0
113324,br85879,0,2010,,0
113324,br147636,0,2003,,0
113324,br177986,0,2010,2015.0,0
113324,br88351,0,2003,,0
113324,br59303,0,2014,,0
256703,br180048,1,2009,,0
256703,br217781,1,2004,2011.0,0
71708,br120054,0,2007,,0
71708,br62618,0,2011,,0
71708,br96876,1,2010,,0
71708,br102609,0,2011,2014.0,0
71708,br134703,0,2008,,0
71708,br83139,0,2008,2010.0,0
71708,br115367,0,2013,2015.0,0
117725,br120056,1,2007,2009.0,0
117725,br41457,1,2006,2014.0,0
117725,br237228,1,2008,2014.0,0
317665,br30199,0,2011,,0
317665,br90718,0,2009,,0
317665,br156738,0,2011,2013.0,0
317665,br128314,0,2010,,0
317665,br40287,0,2009,2010.0,0
317665,br100723,0,2010,,0
317665,br161013,0,2011,2012.0,0
317665,br42174,0,2010,,0
317665,br133722,1,2009,2011.0,0
317665,br14265,0,2011,,0
317665,br44330,0,2010,,0
317665,br225258,0,2010,,0
317665,br45478,0,2011,2012.0,0
317665,br48524,0,2011,2013.0,0
317665,br48686,0,2009,2011.0,0
317665,br110022,0,2010,,0
317665,br171160,0,2010,2010.0,0
317665,br172331,0,2009,2011.0,0
233219,br60081,1,2000,2008.0,0
233219,br153273,1,2002,2008.0,0
46442,br90053,1,2001,,0
46442,br68619,1,2008,,0
168504,br120061,0,2012,2015.0,0
168504,br35267,0,2015,,0
168504,br197062,0,2014,,0
452251,br41,1,2003,,0
198014,br30202,1,2002,,0
198014,br82,1,2007,,0
198014,br118,1,1999,,0
198014,br180412,1,2005,2012.0,0
198014,br1398,1,2001,,0
198014,br31848,1,2011,2012.0,0
198014,br212165,1,2003,2011.0,0
198014,br32125,1,2004,2006.0,0
198014,br182679,1,2007,,0
198014,br122829,1,1999,,0
198014,br213189,1,2003,2006.0,0
198014,br123614,1,2002,,0
198014,br33891,1,2011,2014.0,0
198014,br214505,1,2003,2006.0,0
198014,br94837,1,2003,,0
198014,br5356,1,2000,,0
198014,br155570,1,2002,2008.0,0
198014,br65710,1,2009,,0
198014,br216019,1,2004,2007.0,0
198014,br95751,1,2002,2006.0,0
198014,br186630,1,2011,2012.0,0
198014,br97513,1,1998,2012.0,0
198014,br67821,1,2004,,0
198014,br188056,1,2001,2013.0,0
198014,br128654,1,2005,,0
198014,br8681,1,2007,,0
198014,br68833,1,2000,2012.0,0
198014,br158995,1,2003,2008.0,0
198014,br39044,1,2000,,0
198014,br159065,1,2012,,0
198014,br189684,1,2000,,0
198014,br69603,1,1998,2015.0,0
198014,br129880,1,2010,,0
198014,br160243,1,2005,,0
198014,br70468,1,2001,,0
198014,br71135,1,2003,2009.0,0
198014,br221651,1,2002,,0
198014,br131768,1,2008,2012.0,0
198014,br221941,1,2008,2012.0,0
198014,br42546,1,2002,,0
198014,br162622,1,1998,,0
198014,br162639,1,2008,,0
198014,br72781,1,2003,2012.0,0
198014,br72983,1,2003,2008.0,0
198014,br223382,1,2006,2011.0,0
198014,br163357,1,2001,2014.0,0
198014,br163850,1,2007,,0
198014,br194438,1,2000,2015.0,0
198014,br104466,1,2002,2015.0,0
198014,br135225,1,2002,2006.0,0
198014,br165458,1,2005,,0
198014,br135570,1,2002,2014.0,0
198014,br225963,1,1998,2013.0,0
198014,br45834,1,2005,2006.0,0
198014,br166015,1,2003,2008.0,0
198014,br45950,1,2002,2006.0,0
198014,br226163,1,2002,,0
198014,br46307,1,2001,,0
198014,br196997,1,2002,2014.0,0
198014,br17050,1,2006,,0
198014,br227362,1,2003,2006.0,0
198014,br18200,1,2010,,0
198014,br228731,1,2000,,0
198014,br49241,1,2003,,0
198014,br199713,1,2003,2006.0,0
198014,br79715,1,2003,,0
198014,br230231,1,2003,,0
198014,br79951,1,1999,2011.0,0
198014,br170718,1,2001,2007.0,0
198014,br171192,1,2001,,0
198014,br21156,1,2005,,0
198014,br201694,1,2002,2006.0,0
198014,br171778,1,2008,2013.0,0
198014,br202518,1,2000,,0
198014,br22181,1,2003,2007.0,0
198014,br202651,1,2002,,0
198014,br52425,1,2001,2007.0,0
198014,br83088,1,2003,,0
198014,br23475,1,2000,,0
198014,br113699,1,2002,2006.0,0
198014,br113728,1,2002,2006.0,0
198014,br144370,1,2008,2012.0,0
198014,br114249,1,2003,2012.0,0
198014,br24476,1,2000,2006.0,0
198014,br144626,1,2003,,0
198014,br24788,1,2003,2006.0,0
198014,br25320,1,1999,2006.0,0
198014,br85521,1,2000,2006.0,0
198014,br236022,1,2003,2015.0,0
198014,br206293,1,2008,2009.0,0
198014,br56650,1,2001,2007.0,0
198014,br237291,1,2002,,0
198014,br87402,1,2002,2012.0,0
198014,br209579,0,2001,2004.0,0
198014,br179505,0,2002,,0
198014,br210221,1,2014,,0
42528,br30203,1,2013,,1
42528,br60690,1,2008,,1
42528,br211587,1,2014,,1
42528,br121238,1,2011,,1
42528,br151367,1,2008,2012.0,1
42528,br151754,1,2005,,1
42528,br63949,1,2002,,1
42528,br64337,1,2012,,1
42528,br131526,1,2008,,1
42528,br164554,1,2005,2013.0,1
42528,br75980,1,2014,,1
42528,br168046,1,2014,,1
42528,br49838,1,2009,,1
42528,br202612,1,2008,2009.0,1
42528,br205506,1,2010,2013.0,1
42528,br145593,1,2009,,1
42528,br86349,1,2014,,1
42528,br86874,1,2014,,1
42528,br119855,1,2015,,1
143498,br90058,1,2009,,0
12089,br210498,0,2011,,0
12089,br153612,0,2007,2009.0,0
12089,br12652,0,2008,,0
12089,br105295,0,2005,,0
12089,br22040,1,2012,,0
12089,br202970,0,2010,,0
12089,br28167,0,2006,2009.0,0
118420,br30208,0,2013,,0
118420,br211067,1,2012,,0
118420,br182161,1,2014,,0
118420,br212896,1,2014,,0
118420,br32813,0,2013,,0
118420,br93511,0,2013,2015.0,0
118420,br124089,0,2013,,0
118420,br124547,0,2014,,0
118420,br94633,0,2013,,0
118420,br5293,1,2011,,0
118420,br95650,0,2011,2014.0,0
118420,br65840,0,2014,,0
118420,br187122,0,2013,,0
118420,br97270,1,2012,,0
118420,br68053,0,2013,,0
118420,br158766,0,2014,,0
118420,br158918,0,2013,2014.0,0
118420,br69337,1,2014,,0
118420,br159572,0,2014,2014.0,0
118420,br190246,0,2013,,0
118420,br130512,1,2010,2013.0,0
118420,br40472,0,2014,,0
118420,br192200,0,2014,,0
118420,br222527,0,2014,2015.0,0
118420,br193071,1,2013,,0
118420,br43941,1,2014,,0
118420,br134605,0,2014,,0
118420,br224771,0,2014,,0
118420,br45124,0,2013,,0
118420,br135300,0,2011,2011.0,0
118420,br165671,0,2014,,0
118420,br75727,1,2015,,0
118420,br75898,1,2013,,0
118420,br226561,0,2012,,0
118420,br136880,0,2013,,0
118420,br107048,0,2012,,0
118420,br47312,0,2014,,0
118420,br168015,1,2011,,0
118420,br79209,0,2013,2014.0,0
118420,br79488,0,2015,,0
118420,br230351,1,2015,,0
118420,br50253,0,2013,,0
118420,br231942,0,2012,2014.0,0
118420,br202386,1,2012,,0
118420,br52698,0,2014,,0
118420,br142812,0,2012,2013.0,0
118420,br23513,0,2012,,0
118420,br23774,1,2013,,0
118420,br204920,0,2014,,0
118420,br144853,0,2013,2014.0,0
118420,br115099,0,2015,,0
118420,br25292,0,2014,,0
118420,br26007,0,2013,2014.0,0
118420,br146037,0,2015,,0
118420,br86137,0,2014,,0
118420,br116262,0,2012,,0
118420,br147073,0,2012,,0
118420,br88319,0,2013,,0
118420,br178430,0,2014,,0
118420,br119016,0,2012,2014.0,0
118420,br29260,0,2014,,0
118420,br149182,0,2014,,0
241778,br150154,1,2006,,0
241778,br134179,0,2015,,0
310509,br180062,0,2010,2015.0,0
310509,br60123,0,2015,,0
310509,br195,0,2012,,0
310509,br331,1,2014,,0
310509,br180530,0,2014,,0
310509,br30919,0,2013,,0
310509,br797,0,2015,,0
310509,br211226,0,2011,,0
310509,br211260,0,2008,,0
310509,br31143,0,2002,2005.0,0
310509,br211449,1,2008,2010.0,0
310509,br31374,0,2005,,0
310509,br121282,0,2015,,0
310509,br91451,1,2013,,0
310509,br181602,0,2014,,0
310509,br151654,0,2002,,0
310509,br91815,0,2011,,0
310509,br181898,0,2002,,0
310509,br152309,1,2012,,0
310509,br2444,0,2015,,0
310509,br122582,0,2012,,0
310509,br212908,1,2012,,0
310509,br123020,1,2013,,0
310509,br2947,0,2008,,0
310509,br123075,0,2008,,0
310509,br63058,1,2008,,0
310509,br153242,0,2002,,0
310509,br123271,0,2009,,0
310509,br123421,0,2013,,0
310509,br33596,0,2008,,0
310509,br213802,0,2014,,0
310509,br214334,0,2008,,0
310509,br214444,0,2002,2009.0,0
310509,br124277,1,2014,,0
310509,br124449,1,2007,,0
310509,br124483,0,2010,,0
310509,br94924,0,2012,,0
310509,br185040,0,2010,,0
310509,br65031,1,2014,,0
310509,br125436,0,2005,,0
310509,br125486,0,2011,,0
310509,br35809,0,2002,,0
310509,br125853,0,2014,,0
310509,br125865,0,2011,,0
310509,br185995,1,2009,,0
310509,br186156,0,2013,,0
310509,br66150,0,2013,,0
310509,br96301,0,2012,,0
310509,br126534,1,2015,,0
310509,br66417,0,2014,,0
310509,br216776,0,2006,,0
310509,br126589,0,2014,,0
310509,br186507,0,2013,,0
310509,br96651,0,2009,,0
310509,br186594,0,2009,,0
310509,br6715,0,2013,,0
310509,br66885,0,2002,,0
310509,br97077,0,2014,,0
310509,br97216,0,2014,,0
310509,br127341,0,2012,,0
310509,br187288,0,2013,,0
310509,br217603,1,2002,,0
310509,br157413,0,2000,2011.0,0
310509,br7357,0,2015,,0
310509,br67737,0,2003,,0
310509,br37930,0,2012,,0
310509,br97974,0,2011,,0
310509,br7826,0,2011,,0
310509,br67992,1,2007,,0
310509,br7891,1,2007,,0
310509,br188180,1,2014,,0
310509,br158200,1,2012,,0
310509,br8143,0,2000,,0
310509,br188529,0,2015,,0
310509,br188533,1,2002,,0
310509,br218775,0,2004,2008.0,0
310509,br68536,0,2010,,0
310509,br158671,0,2005,,0
310509,br128821,0,2004,,0
310509,br8590,0,2013,,0
310509,br98918,0,2009,,0
310509,br189402,0,2002,,0
310509,br219674,1,2010,,0
310509,br99641,0,2012,,0
310509,br39819,0,2014,,0
310509,br129860,1,2013,,0
310509,br129933,0,2013,,0
310509,br190161,0,2009,2011.0,0
310509,br160572,0,2010,,0
310509,br190955,0,2013,,0
310509,br40928,0,2012,,0
310509,br160967,1,2009,,0
310509,br191186,0,2010,,0
310509,br131319,0,2014,,0
310509,br71236,0,2008,,0
310509,br191679,0,2004,2006.0,0
310509,br101621,0,2014,,0
310509,br161786,0,2015,,0
310509,br191887,0,2011,,0
310509,br12100,0,2014,,0
310509,br162434,0,2012,,0
310509,br162552,0,2008,,0
310509,br222770,0,2008,,0
310509,br42671,0,2005,,0
310509,br42694,0,2010,,0
310509,br163034,0,2012,,0
310509,br103108,0,2009,,0
310509,br223487,0,2014,,0
310509,br104030,0,2002,,0
310509,br104130,0,2013,,0
310509,br224242,0,2010,,0
310509,br134279,0,2014,,0
310509,br44379,1,2013,,0
310509,br104507,0,2014,,0
310509,br134595,0,2011,,0
310509,br104649,0,2001,,0
310509,br134666,1,2010,2014.0,0
310509,br134726,0,2006,,0
310509,br195055,0,2012,,0
310509,br165058,0,2002,,0
310509,br195482,0,2002,2003.0,0
310509,br105398,0,2010,,0
310509,br135596,0,2011,,0
310509,br45651,0,2014,,0
310509,br106317,0,2013,,0
310509,br106397,0,2010,,0
310509,br16234,0,2014,,0
310509,br166535,0,2015,,0
310509,br76371,1,2010,,0
310509,br166589,1,2011,,0
310509,br136521,0,2011,,0
310509,br16394,0,2015,,0
310509,br106678,0,2002,,0
310509,br136697,0,2002,,0
310509,br76979,0,2010,,0
310509,br77229,0,2010,,0
310509,br167345,1,2000,,0
310509,br227658,0,2002,,0
310509,br47572,0,2002,,0
310509,br17733,0,2011,,0
310509,br138208,0,2010,,0
310509,br138281,0,2002,,0
310509,br108580,0,2002,,0
310509,br228853,0,2007,,0
310509,br18559,1,2010,,0
310509,br78831,0,2010,,0
310509,br199658,0,2008,,0
310509,br229519,0,2014,,0
310509,br139283,0,2013,,0
310509,br49431,0,2014,,0
310509,br49446,1,2009,,0
310509,br139493,0,2007,,0
310509,br79426,0,2002,,0
310509,br49894,0,2011,,0
310509,br19808,0,2008,2011.0,0
310509,br139968,0,2002,,0
310509,br230326,0,2013,,0
310509,br20510,0,2002,,0
310509,br111232,0,2004,,0
310509,br51312,0,2011,,0
310509,br81241,0,2002,,0
310509,br51591,0,2002,,0
310509,br111742,0,2002,,0
310509,br52098,0,2015,,0
310509,br22102,0,2005,,0
310509,br22277,0,2002,,0
310509,br52515,0,2012,,0
310509,br82794,1,2013,,0
310509,br203373,0,2011,,0
310509,br233124,0,2005,,0
310509,br52949,0,2002,,0
310509,br23041,0,2002,,0
310509,br53142,0,2012,,0
310509,br233443,0,2007,,0
310509,br203963,1,2006,,0
310509,br53891,0,2014,,0
310509,br24080,0,2003,,0
310509,br114108,0,2012,,0
310509,br234344,0,2008,,0
310509,br144340,0,2012,,0
310509,br54273,0,2006,,0
310509,br54471,0,2002,,0
310509,br204898,0,2002,2012.0,0
310509,br144996,0,2002,2009.0,0
310509,br55439,0,2015,,0
310509,br206104,0,2009,,0
310509,br55835,0,2014,,0
310509,br146044,0,2015,,0
310509,br115897,0,2015,,0
310509,br115988,0,2008,2014.0,0
310509,br236391,0,2008,2013.0,0
310509,br116452,0,2011,,0
310509,br146644,0,2012,,0
310509,br26866,0,2011,,0
310509,br146932,0,2002,,0
310509,br147071,1,2013,,0
310509,br87057,1,2007,,0
310509,br57340,0,2012,,0
310509,br57366,0,2009,,0
310509,br207902,0,2006,,0
310509,br147734,0,2014,,0
310509,br57705,0,2006,,0
310509,br238025,0,2011,,0
310509,br117756,0,2011,,0
310509,br208387,0,2002,2014.0,0
310509,br28172,0,2006,,0
310509,br88384,0,2011,,0
310509,br88436,0,2015,,0
310509,br118604,0,2012,,0
310509,br58711,1,2006,,0
310509,br118659,0,2013,,0
310509,br209094,0,2012,,0
310509,br118796,0,2011,,0
310509,br179056,1,2000,,0
310509,br149412,1,2002,,0
310509,br239797,1,2010,,0
310509,br89874,0,2011,,0
310509,br119991,0,2012,,0
53512,br150157,1,1999,2010.0,0
53512,br60890,1,2004,2007.0,0
53512,br31918,1,1999,2008.0,0
53512,br212296,1,2002,2008.0,0
53512,br61982,1,2005,2007.0,0
53512,br212593,1,2006,2007.0,0
53512,br122651,1,2002,2015.0,0
53512,br33641,1,2003,2008.0,0
53512,br3800,1,2003,2011.0,0
53512,br94080,1,2006,2009.0,0
53512,br94880,1,1998,2010.0,0
53512,br35482,1,2007,2008.0,0
53512,br96361,1,1999,2008.0,0
53512,br66608,1,2005,2008.0,0
53512,br6734,1,2005,2007.0,0
53512,br128317,1,2005,,0
53512,br98730,1,2006,2008.0,0
53512,br8520,1,2003,2010.0,0
53512,br39233,1,2007,2008.0,0
53512,br219753,1,2005,2008.0,0
53512,br39703,1,2004,2010.0,0
53512,br160015,1,1982,2010.0,0
53512,br41223,1,2004,2008.0,0
53512,br41351,1,1956,2010.0,0
53512,br221617,1,2004,2008.0,0
53512,br72142,1,2003,2010.0,0
53512,br162505,1,2006,2009.0,0
53512,br12639,1,2003,2009.0,0
53512,br72825,1,2006,2009.0,0
53512,br13714,1,2002,2010.0,0
53512,br44523,1,2006,2007.0,0
53512,br74433,1,2003,2010.0,0
53512,br45455,1,2005,2010.0,0
53512,br15944,1,2000,2010.0,0
53512,br16176,1,1999,2010.0,0
53512,br16917,1,1999,2008.0,0
53512,br108035,1,2003,2010.0,0
53512,br168054,1,1982,2013.0,0
53512,br198340,1,2006,2008.0,0
53512,br168672,1,1998,2015.0,0
53512,br18758,1,2003,2008.0,0
53512,br79068,1,2005,2008.0,0
53512,br229376,1,1999,2008.0,0
53512,br169238,1,2006,2008.0,0
53512,br19294,1,2006,2008.0,0
53512,br200264,1,2007,2008.0,0
53512,br200321,1,2006,2008.0,0
53512,br111312,1,2005,2008.0,0
53512,br171650,1,2003,2007.0,0
53512,br171753,1,1998,2010.0,0
53512,br231997,1,2003,2014.0,0
53512,br111969,1,2006,2008.0,0
53512,br232275,1,1999,2008.0,0
53512,br202544,1,2003,2010.0,0
53512,br172325,1,2005,2009.0,0
53512,br172358,1,2006,2008.0,0
53512,br112421,1,2003,2008.0,0
53512,br172486,1,2005,,0
53512,br172701,1,2005,2008.0,0
53512,br173035,1,1999,2008.0,0
53512,br233745,1,2006,2007.0,0
53512,br23814,1,1999,2008.0,0
53512,br113910,1,1956,2010.0,0
53512,br174202,1,2003,2008.0,0
53512,br84290,1,1995,2011.0,0
53512,br54898,1,2003,2008.0,0
53512,br114991,1,2003,2008.0,0
53512,br55086,1,2005,2008.0,0
53512,br115201,1,2004,2010.0,0
53512,br145540,1,2006,2008.0,0
53512,br25574,1,2003,2008.0,0
53512,br175708,1,2006,2008.0,0
53512,br206416,1,2005,2008.0,0
53512,br206918,1,2004,2008.0,0
53512,br176772,1,1997,2010.0,0
53512,br207435,1,2007,2008.0,0
53512,br117023,1,2005,2008.0,0
53512,br177207,1,2006,2008.0,0
53512,br57378,1,2005,,0
53512,br207722,1,2006,2008.0,0
38996,br90062,1,2002,,0
38996,br136138,1,2006,2007.0,0
38996,br141913,1,2005,,0
48718,br30214,1,2008,2008.0,1
48718,br189171,1,2007,2008.0,1
48718,br234165,1,2007,2010.0,1
290135,br60093,1,2015,,0
290135,br215301,1,2014,,0
290135,br37822,1,2014,,0
290135,br129527,1,2014,,0
290135,br133461,1,2014,,0
407069,br57,1,2003,2008.0,0
407069,br60258,1,1990,2008.0,0
407069,br120559,1,1999,2008.0,0
407069,br120667,1,2003,2008.0,0
407069,br180726,1,2003,2007.0,0
407069,br751,1,2003,2008.0,0
407069,br60837,1,1992,2008.0,0
407069,br953,1,1999,2008.0,0
407069,br91050,1,2004,2009.0,0
407069,br61212,1,2004,2007.0,0
407069,br91163,1,1999,2007.0,0
407069,br91284,1,2004,2008.0,0
407069,br121478,1,2003,2008.0,0
407069,br31971,1,2004,2008.0,0
407069,br61931,1,2004,2008.0,0
407069,br182122,1,1989,2008.0,0
407069,br122396,1,1989,2008.0,0
407069,br182674,1,2003,2008.0,0
407069,br212986,1,2001,2008.0,0
407069,br213163,1,2001,2008.0,0
407069,br123481,1,2003,2008.0,0
407069,br213743,1,2003,2008.0,0
407069,br3422,1,2000,2008.0,0
407069,br123736,1,2004,2008.0,0
407069,br63795,1,1999,2008.0,0
407069,br214160,1,1990,2008.0,0
407069,br124056,1,1998,2008.0,0
407069,br34302,1,2001,2008.0,0
407069,br184243,1,2001,2008.0,0
407069,br34542,1,2000,2008.0,0
407069,br34665,1,1989,2008.0,0
407069,br95103,1,2000,2008.0,0
407069,br125238,1,1999,2008.0,0
407069,br185139,1,2003,2008.0,0
407069,br125386,1,2003,2007.0,0
407069,br125425,1,1990,2006.0,0
407069,br125750,1,2000,2007.0,0
407069,br95774,1,2003,2008.0,0
407069,br95803,1,2004,2008.0,0
407069,br156099,1,2004,2008.0,0
407069,br96723,1,2000,2006.0,0
407069,br217006,1,2004,2008.0,0
407069,br126888,1,2004,2008.0,0
407069,br66786,1,2000,2008.0,0
407069,br217940,1,1999,2008.0,0
407069,br218019,1,1999,2008.0,0
407069,br7741,1,1999,2008.0,0
407069,br67907,1,2003,2008.0,0
407069,br7860,1,2000,2008.0,0
407069,br188632,1,2003,2008.0,0
407069,br68520,1,1990,2008.0,0
407069,br38739,1,1999,2006.0,0
407069,br68958,1,1984,2008.0,0
407069,br99436,1,1998,2008.0,0
407069,br99630,1,2003,2008.0,0
407069,br159814,1,1999,2008.0,0
407069,br69758,1,1989,2008.0,0
407069,br189984,1,2004,2008.0,0
407069,br220239,1,1989,2009.0,0
407069,br100093,1,2001,2008.0,0
407069,br190239,1,2004,2008.0,0
407069,br100445,1,1999,2008.0,0
407069,br10342,1,2003,2008.0,0
407069,br70490,1,2003,2009.0,0
407069,br190967,1,1999,2008.0,0
407069,br70834,1,1999,2008.0,0
407069,br41290,1,2004,2008.0,0
407069,br11090,1,2000,2008.0,0
407069,br131521,1,2000,2008.0,0
407069,br101490,1,1999,2007.0,0
407069,br41586,1,2004,2007.0,0
407069,br71565,1,1999,2008.0,0
407069,br161825,1,1999,2008.0,0
407069,br41771,1,2003,2008.0,0
407069,br71646,1,2001,2008.0,0
407069,br11732,1,2003,2008.0,0
407069,br222312,1,1999,2008.0,0
407069,br132274,1,2003,2008.0,0
407069,br12837,1,1999,2008.0,0
407069,br193333,1,2000,2008.0,0
407069,br133272,1,2004,2008.0,0
407069,br133289,1,2003,2007.0,0
407069,br133469,1,1990,2008.0,0
407069,br133711,1,2000,2008.0,0
